block,blockstratum,measureType,refChangeType,changeintensity,NpixelsEvaluated,stat
1402267,oldcrop_short,producers,ALLsub,high,20,None
1473302,oldcrop_short,producers,ALLsub,high,20,0.9089021881976636
481818,other,producers,ALLsub,high,16,0.8183169436848253
819952,other,producers,ALLsub,high,11,0.5929834333931628
855895,other,producers,ALLsub,high,15,0.35621367046282054
916424,other,producers,ALLsub,high,16,0.2753998993669479
1125880,other,producers,ALLsub,high,16,None
1159486,other,producers,ALLsub,high,13,0.7170208289501369
1238088,other,producers,ALLsub,high,8,None
1455965,other,producers,ALLsub,high,15,0.15888227686310916
41318,waternew,overall,ALLsub,high,20,0.9714792683205465
97785,waternew,overall,ALLsub,high,20,0.9998319712190353
197293,waternew,overall,ALLsub,high,17,0.9998283401394962
372152,waternew,overall,ALLsub,high,20,0.9965129295261207
1141323,waternew,overall,ALLsub,high,20,0.9996451744795046
1147060,waternew,overall,ALLsub,high,19,0.9999818651391693
1150482,waternew,overall,ALLsub,high,14,0.9881361289747222
1344822,waternew,overall,ALLsub,high,20,0.9905103300088905
34405,treelosswet,overall,ALLsub,high,20,0.977474430701285
40284,treelosswet,overall,ALLsub,high,20,0.9817006014687402
259801,treelosswet,overall,ALLsub,high,20,0.9813771769356514
815373,treelosswet,overall,ALLsub,high,20,0.9841266236933125
1050008,treelosswet,overall,ALLsub,high,20,0.42652353951483335
1348871,treelosswet,overall,ALLsub,high,19,0.9618605783918068
1354518,treelosswet,overall,ALLsub,high,18,0.9948195539560475
1398961,treelosswet,overall,ALLsub,high,19,0.9509125070455591
1416380,treelosswet,overall,ALLsub,high,19,0.8727345264993043
1422212,treelosswet,overall,ALLsub,high,19,0.8995356767369016
103279,builtnewalert,overall,ALLsub,high,20,0.9602415554754177
119116,builtnewalert,overall,ALLsub,high,19,0.9795036294855125
171471,builtnewalert,overall,ALLsub,high,20,0.9940319886590882
349802,builtnewalert,overall,ALLsub,high,20,0.8272216617759387
796166,builtnewalert,overall,ALLsub,high,20,0.9957267841327477
824841,builtnewalert,overall,ALLsub,high,20,0.9863284246696777
1240366,builtnewalert,overall,ALLsub,high,20,0.9961795379522368
1348771,builtnewalert,overall,ALLsub,high,20,0.9496566827852437
1369893,builtnewalert,overall,ALLsub,high,20,0.9944605190524684
1382159,builtnewalert,overall,ALLsub,high,20,1.0
539283,fire,overall,ALLsub,high,20,0.9607348268751181
557332,fire,overall,ALLsub,high,20,0.6828483714089911
913366,fire,overall,ALLsub,high,20,0.9581618657887871
1377803,fire,overall,ALLsub,high,20,0.9095945767452868
1412057,fire,overall,ALLsub,high,20,0.8830058748953895
30961,treelossTF,overall,ALLsub,high,17,0.998858255689814
35975,treelossTF,overall,ALLsub,high,20,0.9985929461676967
576420,treelossTF,overall,ALLsub,high,19,0.9928723379545199
701068,treelossTF,overall,ALLsub,high,18,0.9908526672728245
723123,treelossTF,overall,ALLsub,high,20,0.9975584432470855
782693,treelossTF,overall,ALLsub,high,18,0.9999236267758469
835445,treelossTF,overall,ALLsub,high,19,0.9950565328232777
889432,treelossTF,overall,ALLsub,high,20,0.9661313360274721
1058298,treelossTF,overall,ALLsub,high,19,0.962104417533284
74185,cropnew,overall,ALLsub,high,15,0.9995655250020018
835151,cropnew,overall,ALLsub,high,19,0.985419583233249
857008,cropnew,overall,ALLsub,high,20,0.9923317073759667
1085866,cropnew,overall,ALLsub,high,20,0.982317567235513
1415162,cropnew,overall,ALLsub,high,20,0.9900009376057542
1465798,cropnew,overall,ALLsub,high,16,0.9657825286519566
168365,oldcrop_short,overall,ALLsub,high,20,0.9601339047378189
490359,oldcrop_short,overall,ALLsub,high,20,0.9551390072121887
529881,oldcrop_short,overall,ALLsub,high,20,0.9755457018094816
1143507,oldcrop_short,overall,ALLsub,high,16,0.9466116331489125
1402267,oldcrop_short,overall,ALLsub,high,20,0.9687574343314966
1473302,oldcrop_short,overall,ALLsub,high,20,0.9146357533673141
481818,other,overall,ALLsub,high,16,0.9863847518932334
819952,other,overall,ALLsub,high,11,0.9969831630941788
855895,other,overall,ALLsub,high,15,0.9993440056024139
916424,other,overall,ALLsub,high,16,0.9944481964685297
1125880,other,overall,ALLsub,high,16,0.999987161385472
1159486,other,overall,ALLsub,high,13,0.9998576404292044
1238088,other,overall,ALLsub,high,8,None
1455965,other,overall,ALLsub,high,15,0.9975821699094803
