block,blockstratum,measureType,refChangeType,changeintensity,NpixelsEvaluated,stat
557332,fire,producers,ALLsub,all,20,0.08941726458031193
913366,fire,producers,ALLsub,all,20,0.49323105106740217
1377803,fire,producers,ALLsub,all,20,0.035773007535497815
1412057,fire,producers,ALLsub,all,20,0.778026067456709
30961,treelossTF,producers,ALLsub,all,17,0.486399484002858
35975,treelossTF,producers,ALLsub,all,20,0.27817802694008625
576420,treelossTF,producers,ALLsub,all,19,0.3743758607701316
701068,treelossTF,producers,ALLsub,all,14,0.7138149354976087
723123,treelossTF,producers,ALLsub,all,20,0.5634750767549623
782693,treelossTF,producers,ALLsub,all,18,0.2255942139331521
835445,treelossTF,producers,ALLsub,all,19,0.1345481578035811
889432,treelossTF,producers,ALLsub,all,20,0.3534404895501449
1058298,treelossTF,producers,ALLsub,all,20,0.7845811541908667
74185,cropnew,producers,ALLsub,all,16,0.0021659748596068074
254365,cropnew,producers,ALLsub,all,10,0.04304243187698563
835151,cropnew,producers,ALLsub,all,20,0.048006552835622454
857008,cropnew,producers,ALLsub,all,20,0.4659502271785287
1085866,cropnew,producers,ALLsub,all,20,0.2053554528183402
1415162,cropnew,producers,ALLsub,all,20,0.5519702511390184
1465798,cropnew,producers,ALLsub,all,20,0.3689936235851799
1472326,cropnew,producers,ALLsub,all,20,0.2320623664964793
866187,wetshort,producers,ALLsub,all,20,0.7028169971120906
1386398,wetshort,producers,ALLsub,all,20,0.3381536333819803
1466277,wetshort,producers,ALLsub,all,20,0.8535346537575713
168365,oldcrop_short,producers,ALLsub,all,20,0.5276875296207054
490359,oldcrop_short,producers,ALLsub,all,20,0.5808600141910927
529881,oldcrop_short,producers,ALLsub,all,20,0.5169177561036689
1143507,oldcrop_short,producers,ALLsub,all,16,0.9530390922079105
1402267,oldcrop_short,producers,ALLsub,all,20,0.3168891024249868
1473302,oldcrop_short,producers,ALLsub,all,20,0.25553461904137786
116332,gen,producers,ALLsub,all,10,None
315306,gen,producers,ALLsub,all,14,0.41526122197156307
405544,gen,producers,ALLsub,all,10,0.012861736334405141
424369,gen,producers,ALLsub,all,13,0.5450473238473101
805113,gen,producers,ALLsub,all,10,0.9629629629629629
806902,gen,producers,ALLsub,all,8,None
860973,gen,producers,ALLsub,all,11,0.593325744601483
290917,other,producers,ALLsub,all,10,0.15545477248122352
481818,other,producers,ALLsub,all,16,0.04436659569714456
819952,other,producers,ALLsub,all,11,0.06953424614116828
855895,other,producers,ALLsub,all,15,0.18239863425069414
916424,other,producers,ALLsub,all,16,0.21566422770387955
1125880,other,producers,ALLsub,all,16,0.28697403096397983
1159486,other,producers,ALLsub,all,13,0.006296043096575376
1238088,other,producers,ALLsub,all,8,None
1455965,other,producers,ALLsub,all,16,0.1528681019371004
41318,waternew,overall,ALLsub,all,20,0.8119130241991771
97785,waternew,overall,ALLsub,all,20,0.6428563334997536
197293,waternew,overall,ALLsub,all,17,0.901730511012905
372152,waternew,overall,ALLsub,all,20,0.9473735500132137
1141323,waternew,overall,ALLsub,all,20,0.8429833047386361
1147060,waternew,overall,ALLsub,all,19,0.665656490500137
1150482,waternew,overall,ALLsub,all,14,0.6260469298446709
1344822,waternew,overall,ALLsub,all,20,0.8001270906304744
34405,treelosswet,overall,ALLsub,all,20,0.977330226695324
40284,treelosswet,overall,ALLsub,all,20,0.9658930624010841
259801,treelosswet,overall,ALLsub,all,20,0.9243826253542952
815373,treelosswet,overall,ALLsub,all,20,0.9662908104546262
1050008,treelosswet,overall,ALLsub,all,20,0.8369398822639565
1348871,treelosswet,overall,ALLsub,all,20,0.5246789106379592
1354518,treelosswet,overall,ALLsub,all,20,0.8856193879229262
1398961,treelosswet,overall,ALLsub,all,20,0.9664558009358524
1416380,treelosswet,overall,ALLsub,all,20,0.7465459928424362
1422212,treelosswet,overall,ALLsub,all,19,0.6184277199868201
103279,builtnewalert,overall,ALLsub,all,20,0.9198443798211156
119116,builtnewalert,overall,ALLsub,all,19,0.6948610338084886
171471,builtnewalert,overall,ALLsub,all,20,0.9355166807990375
349802,builtnewalert,overall,ALLsub,all,20,0.6152587883683266
423727,builtnewalert,overall,ALLsub,all,20,0.628984262538206
796166,builtnewalert,overall,ALLsub,all,20,0.8319175217002215
824841,builtnewalert,overall,ALLsub,all,20,0.6743182242352119
1240366,builtnewalert,overall,ALLsub,all,20,0.6204358994183999
1348771,builtnewalert,overall,ALLsub,all,20,0.843916935283337
1369893,builtnewalert,overall,ALLsub,all,20,0.9462667296643608
1382159,builtnewalert,overall,ALLsub,all,20,0.7716876199020561
539283,fire,overall,ALLsub,all,20,0.7792343288632506
557332,fire,overall,ALLsub,all,20,0.3345809965824355
913366,fire,overall,ALLsub,all,20,0.44707073497996286
1377803,fire,overall,ALLsub,all,20,0.7203635405126597
1412057,fire,overall,ALLsub,all,20,0.8749512835803656
30961,treelossTF,overall,ALLsub,all,17,0.9546074626507374
35975,treelossTF,overall,ALLsub,all,20,0.8793029155203221
576420,treelossTF,overall,ALLsub,all,19,0.9304002840793749
701068,treelossTF,overall,ALLsub,all,14,0.986039155406666
723123,treelossTF,overall,ALLsub,all,20,0.9216209965576576
782693,treelossTF,overall,ALLsub,all,18,0.9338841512703935
835445,treelossTF,overall,ALLsub,all,19,0.5711251469882711
889432,treelossTF,overall,ALLsub,all,20,0.9192787887203134
1058298,treelossTF,overall,ALLsub,all,20,0.8705728759055245
74185,cropnew,overall,ALLsub,all,16,0.8806029449969881
