ID,changetype,conversion,latitude,longitude,MGRS,blockstratum,substratum,refno_mapno,refno_maplow,refno_maphigh,reflow_mapno,reflow_maplow,reflow_maphigh,refhigh_mapno,refhigh_maplow,refhigh_maphigh,userslow,producerslow,usershigh,producershigh,usersall,producersall,overallhigh,overallall
30961_1,Shifting cultivation,no,4.93315831609935,13.8540476044282,33NUF,treelossTF,3,65,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
30961_2,Shifting cultivation,no,4.90792000402806,13.8521970389413,33NUF,treelossTF,2,69,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
30961_3,noChange,no,4.94863895253569,13.8621375449735,33NUF,treelossTF,1,78,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
30961_4,noChange,no,4.93937479037958,13.8399685278492,33NUF,treelossTF,4,79,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
30961_5,Shifting cultivation,no,4.94295089116232,13.8680993444711,33NUF,treelossTF,3,56,0,0,0,0,0,13,0,0,NA,NA,NA,0.0,NA,0.0,0.8115942028985508,0.8115942028985508
30961_6,Clear cut,human,4.92444382317138,13.8359363524202,33NUF,treelossTF,2,20,0,0,0,0,0,0,0,9,NA,NA,1.0,NA,1.0,NA,1.0,1.0
30961_7,Clear cut,human,4.92606619143591,13.8326870539208,33NUF,treelossTF,2,32,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
30961_8,Shifting cultivation,no,4.88723380584879,13.8154410505811,33NUF,treelossTF,1,65,0,0,0,1,0,0,0,0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0
30961_9,Shifting cultivation,no,4.94788351068175,13.8967695906488,33NUF,treelossTF,3,25,0,0,7,7,0,0,0,0,1.0,0.5,NA,NA,1.0,0.5,1.0,0.8205128205128205
30961_10,noChange,no,4.94205770236993,13.8226489246664,33NUF,treelossTF,1,78,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
30961_11,noChange,no,4.9456532250911,13.8616015435596,33NUF,treelossTF,1,76,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
30961_12,Shifting cultivation,no,4.90055761267954,13.8313787918802,33NUF,treelossTF,2,35,0,0,14,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.7142857142857143
30961_13,Shifting cultivation,no,4.92611219112987,13.8591999753117,33NUF,treelossTF,3,47,0,0,12,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.7966101694915254
30961_14,Shifting cultivation,no,4.91164777235024,13.8116106176828,33NUF,treelossTF,1,28,0,0,34,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.45161290322580644
30961_15,noChange,no,4.94406789315766,13.8867654701644,33NUF,treelossTF,4,76,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
30961_16,Shifting cultivation,no,4.9263863184397,13.8608227615272,33NUF,treelossTF,3,73,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
30961_17,Shifting cultivation,no,4.91870744974674,13.814303454022,33NUF,treelossTF,1,35,0,0,7,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.8333333333333334
34405_1,Plantation clearing,no,5.35773464004273,118.036706165415,50NPL,treelosswet,1,148,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
34405_2,Plantation clearing,no,5.37827780167988,118.08249606226,50NPL,treelosswet,2,26,0,0,7,0,0,6,0,4,NA,0.0,1.0,0.4,1.0,0.23529411764705882,0.8604651162790697,0.6976744186046512
34405_3,Plantation clearing,no,5.3783788037846,118.024016098578,50NPL,treelosswet,1,25,0,0,0,0,0,6,0,18,NA,NA,1.0,0.75,1.0,0.75,0.8775510204081632,0.8775510204081632
34405_4,Plantation clearing,no,5.3460738524517,118.032354868666,50NPL,treelosswet,1,19,0,0,0,0,0,4,0,6,NA,NA,1.0,0.6,1.0,0.6,0.8620689655172413,0.8620689655172413
34405_5,Plantation clearing,no,5.31126408498706,118.077234907634,50NPL,treelosswet,2,0,0,0,4,0,0,0,0,112,NA,0.0,1.0,NA,1.0,0.9655172413793104,1.0,0.9655172413793104
34405_6,noChange,no,5.31510547236924,118.052606735237,50NPL,treelosswet,4,170,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
34405_7,Plantation clearing,no,5.37565251515517,118.031592328576,50NPL,treelosswet,1,163,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
34405_8,Plantation clearing,no,5.37176547993411,118.08248456134,50NPL,treelosswet,2,19,0,0,17,0,0,2,0,5,NA,0.0,1.0,0.7142857142857143,1.0,0.20833333333333334,0.9534883720930233,0.5581395348837209
34405_9,Plantation clearing,no,5.36237040054315,118.02317716789,50NPL,treelosswet,2,52,0,0,0,0,0,4,0,0,NA,NA,NA,0.0,NA,0.0,0.9285714285714286,0.9285714285714286
34405_10,Plantation clearing,no,5.36724291013504,118.030224493082,50NPL,treelosswet,2,71,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
34405_11,Plantation clearing,no,5.37378389558324,118.013178728468,50NPL,treelosswet,2,33,0,0,12,0,0,5,0,11,NA,0.0,1.0,0.6875,1.0,0.39285714285714285,0.9180327868852459,0.7213114754098361
34405_12,Plantation clearing,no,5.35585523441667,118.024790728687,50NPL,treelosswet,3,129,0,0,7,2,0,0,0,0,1.0,0.2222222222222222,NA,NA,1.0,0.2222222222222222,1.0,0.9492753623188406
34405_13,Plantation clearing,no,5.37863966689473,118.030243640746,50NPL,treelosswet,3,38,0,0,31,1,0,0,0,0,1.0,0.03125,NA,NA,1.0,0.03125,1.0,0.5571428571428572
34405_14,Plantation clearing,no,5.35501791983879,118.038596713671,50NPL,treelosswet,1,43,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
34405_15,Plantation clearing,no,5.3724076999327,118.024818346221,50NPL,treelosswet,3,57,0,0,12,0,0,4,0,0,NA,0.0,NA,0.0,NA,0.0,0.9452054794520548,0.7808219178082192
34405_16,Clear cut,human,5.31731737308694,118.028246082712,50NPL,treelosswet,3,28,0,0,31,49,0,0,0,0,1.0,0.6125,NA,NA,1.0,0.6125,1.0,0.7129629629629629
34405_17,Plantation clearing,no,5.34385128785649,118.062672534682,50NPL,treelosswet,3,114,0,0,0,5,0,0,14,0,1.0,1.0,NA,1.0,1.0,1.0,0.8947368421052632,1.0
34405_18,noChange,no,5.36740997243673,118.090328153776,50NPL,treelosswet,4,121,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
34405_19,Plantation clearing,no,5.34634474819065,118.032626051506,50NPL,treelosswet,1,19,0,0,2,0,0,0,0,10,NA,0.0,1.0,NA,1.0,0.8333333333333334,1.0,0.9354838709677419
34405_20,Plantation clearing,no,5.36390168750025,118.079492633898,50NPL,treelosswet,3,0,0,0,7,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.0
35975_1,Clear cut,human,5.64627891534383,39.1161743309978,37NEG,treelossTF,1,59,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
35975_2,Shifting cultivation,human,5.6468226025064,39.1115690068124,37NEG,treelossTF,2,0,0,0,0,2,10,0,0,0,1.0,1.0,1.0,NA,1.0,1.0,0.16666666666666666,1.0
35975_3,Shifting cultivation,no,5.6164157261481,39.1586986736435,37NEG,treelossTF,3,24,0,0,0,121,0,0,0,0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0
35975_4,Shifting cultivation,no,5.63949136200562,39.1291763867671,37NEG,treelossTF,2,0,0,0,17,0,0,0,0,84,NA,0.0,1.0,NA,1.0,0.8316831683168316,1.0,0.8316831683168316
35975_5,Shifting cultivation,no,5.64193937294018,39.1015445664197,37NEG,treelossTF,2,153,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
35975_6,noChange,no,5.61858627133971,39.1608664146604,37NEG,treelossTF,3,173,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
35975_7,Shifting cultivation,no,5.63514955993625,39.1270082090461,37NEG,treelossTF,2,0,0,0,0,0,0,0,0,90,NA,NA,1.0,NA,1.0,NA,1.0,1.0
35975_8,Shifting cultivation,no,5.64031175727347,39.0972098050508,37NEG,treelossTF,3,0,0,0,26,2,0,0,0,0,1.0,0.07142857142857142,NA,NA,1.0,0.07142857142857142,1.0,0.07142857142857142
35975_9,Shifting cultivation,no,5.60475551363627,39.1177914229253,37NEG,treelossTF,3,0,0,0,12,0,0,9,0,0,NA,0.0,NA,0.0,NA,0.0,0.5714285714285714,0.0
35975_10,noChange,no,5.65740595006373,39.1164474616891,37NEG,treelossTF,4,173,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
35975_11,noChange,no,5.60908202196629,39.1798260859336,37NEG,treelossTF,4,173,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
35975_12,Shifting cultivation,no,5.66174944560504,39.1102172917479,37NEG,treelossTF,1,0,0,0,127,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.0
35975_13,Shifting cultivation,no,5.63949265430008,39.1232164931308,37NEG,treelossTF,2,17,0,0,7,0,0,6,0,2,NA,0.0,1.0,0.25,1.0,0.13333333333333333,0.8125,0.59375
35975_14,noChange,no,5.61288928438217,39.152467212446,37NEG,treelossTF,1,173,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
35975_15,Shifting cultivation,no,5.59443665306205,39.1443359303958,37NEG,treelossTF,3,28,0,0,0,12,0,0,0,0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0
35975_16,noChange,no,5.65223382379455,39.1782138933917,37NEG,treelossTF,1,164,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
35975_17,Shifting cultivation,no,5.65821127373909,39.1543754235261,37NEG,treelossTF,3,148,0,0,11,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.9308176100628931
35975_18,Selective logging,human,5.65359002846215,39.1806524995517,37NEG,treelossTF,1,95,0,0,67,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.5864197530864198
35975_20,Shifting cultivation,human,5.5903714713549,39.1188720706068,37NEG,treelossTF,1,133,0,0,0,0,0,27,0,0,NA,NA,NA,0.0,NA,0.0,0.83125,0.83125
40284_2,noChange,no,6.28045915134305,101.930309193865,47NRG,treelosswet,2,39,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
40284_3,Variable water,no,6.26511308549051,101.911804586948,47NRG,treelosswet,3,32,0,0,5,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.8648648648648649
40284_4,Natural browning,maybe,6.29635375263118,101.947463520928,47NRG,treelosswet,3,31,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
40284_5,Clear cut,human,6.21696610287039,101.991163468592,47NRG,treelosswet,2,33,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
40284_6,Fire,no,6.21429575979637,101.984106975075,47NRG,treelosswet,3,43,0,0,0,0,0,10,28,0,1.0,NA,NA,0.7368421052631579,1.0,0.7368421052631579,0.5308641975308642,0.8765432098765432
40284_7,Clear cut,no,6.29848056699891,101.954789159837,47NRG,treelosswet,2,13,0,0,0,0,0,1,0,9,NA,NA,1.0,0.9,1.0,0.9,0.9565217391304348,0.9565217391304348
40284_8,Variable water,no,6.22849648773142,101.916477331798,47NRG,treelosswet,2,41,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
40284_9,Fire,no,6.22416382171071,101.96439198131,47NRG,treelosswet,3,47,0,0,2,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.9591836734693877
40284_10,Fire,no,6.2164516526086,101.986285731159,47NRG,treelosswet,1,43,0,0,4,0,0,6,0,0,NA,0.0,NA,0.0,NA,0.0,0.8867924528301887,0.8113207547169812
40284_11,Built-up growth,human,6.25384727690533,101.987310003699,47NRG,treelosswet,2,36,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
40284_12,Fire,no,6.2175372497409,101.986021034796,47NRG,treelosswet,1,43,0,0,0,0,0,10,0,0,NA,NA,NA,0.0,NA,0.0,0.8113207547169812,0.8113207547169812
40284_13,noChange,no,6.28410960330503,101.907576085959,47NRG,treelosswet,4,101,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
40284_14,Clear cut,human,6.27930882434113,101.989892659939,47NRG,treelosswet,1,28,0,0,3,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.9032258064516129
40284_15,Plantation clearing,no,6.23231492337231,101.912164832626,47NRG,treelosswet,1,52,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
40284_16,Fire,no,6.22266049270317,101.990654030208,47NRG,treelosswet,1,41,0,0,40,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.5061728395061729
40284_17,noChange,no,6.25916687812288,101.957275907987,47NRG,treelosswet,4,65,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
40284_18,Clear cut,human,6.27148787012123,101.935134606246,47NRG,treelosswet,2,26,0,0,0,0,0,2,0,0,NA,NA,NA,0.0,NA,0.0,0.9285714285714286,0.9285714285714286
40284_19,noChange,no,6.29117059630664,101.95339345905,47NRG,treelosswet,3,38,28,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.5757575757575758
40284_20,Plantation clearing,no,6.26765208752743,101.990367870533,47NRG,treelosswet,3,27,0,0,0,25,0,0,0,0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0
41318_1,noChange,no,6.45867571299236,31.4615204017486,36NUN,waternew,2,80,1,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.9876543209876543
41318_2,Variable water,no,6.45461623447312,31.4647872393908,36NUN,waternew,2,115,0,0,4,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.9663865546218487
41318_3,noChange,no,6.46872151138977,31.4642022607448,36NUN,waternew,4,121,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
41318_4,Fire,no,6.40568120424758,31.4307644834059,36NUN,waternew,3,119,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
41318_5,noChange,no,6.46814274562332,31.452270256528,36NUN,waternew,3,86,10,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.8958333333333334
41318_6,Fire,no,6.4699525342141,31.4232442062434,36NUN,waternew,2,45,0,0,0,0,0,0,0,40,NA,NA,1.0,NA,1.0,NA,1.0,1.0
41318_7,Variable water,no,6.41524208163518,31.4524305629828,36NUN,waternew,1,63,0,0,10,0,0,2,0,0,NA,0.0,NA,0.0,NA,0.0,0.9733333333333334,0.84
41318_8,Lost water,no,6.43835204021737,31.4691754746739,36NUN,waternew,3,105,0,0,23,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.8203125
41318_9,Variable water,no,6.47868383134449,31.4394905443384,36NUN,waternew,1,74,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
41318_10,Variable water,no,6.43027710401965,31.4906247794147,36NUN,waternew,1,9,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
41318_11,Fire,no,6.42205527311335,31.4627154794726,36NUN,waternew,3,99,0,0,7,0,0,9,0,0,NA,0.0,NA,0.0,NA,0.0,0.9217391304347826,0.8608695652173913
41318_12,Variable water,no,6.40493975734106,31.4546311258039,36NUN,waternew,1,0,0,0,0,0,0,1,0,10,NA,NA,1.0,0.9090909090909091,1.0,0.9090909090909091,0.9090909090909091,0.9090909090909091
41318_13,Fire,no,6.40775120287476,31.4877079863645,36NUN,waternew,3,100,0,0,5,0,0,8,0,0,NA,0.0,NA,0.0,NA,0.0,0.9292035398230089,0.8849557522123894
41318_14,Variable water,no,6.45391070249837,31.4116319073364,36NUN,waternew,1,9,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
41318_15,noChange,no,6.42693354613126,31.461073634256,36NUN,waternew,3,128,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
41318_16,New water,no,6.4615987894066,31.4414414911193,36NUN,waternew,2,79,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
41318_17,New water,no,6.44258233710097,31.4328210454374,36NUN,waternew,1,9,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
41318_18,Variable water,no,6.46296433914401,31.444420696859,36NUN,waternew,2,16,0,0,80,0,0,2,0,0,NA,0.0,NA,0.0,NA,0.0,0.9795918367346939,0.16326530612244897
41318_19,Fire,no,6.47021707906822,31.4210736404323,36NUN,waternew,2,45,0,0,0,0,0,0,0,40,NA,NA,1.0,NA,1.0,NA,1.0,1.0
41318_20,noChange,no,6.41818342661025,31.438319625599,36NUN,waternew,4,128,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_1,Crop cycle change,no,10.9569507968352,5.05473854614608,31PGN,cropnew,2,80,0,0,0,0,36,0,0,0,NA,NA,1.0,NA,1.0,NA,0.6896551724137931,1.0
74185_2,noChange,no,10.9148159616062,5.07036184024578,31PGN,cropnew,1,120,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_3,noChange,no,10.9071793592189,5.0768936423951,31PGN,cropnew,1,103,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_4,noChange,no,10.9100038510048,5.06017699804851,31PGN,cropnew,3,120,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_5,noChange,no,10.9370757235229,5.0666747258112,31PGN,cropnew,3,131,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_6,noChange,no,10.9754018550183,5.09273655221535,31PGN,cropnew,1,122,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_7,Tree cut down; shifting agriculture,maybe,10.9522746282523,5.06458487208077,31PGN,cropnew,3,91,0,0,15,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.8584905660377359
74185_8,Crop cycle change,no,10.9363897906755,5.0477369947031,31PGN,cropnew,3,72,0,0,37,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.6605504587155964
74185_9,noChange,no,10.9454784362872,5.10679457657343,31PGN,cropnew,1,126,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_10,noChange,no,10.9709294847801,5.07267249909225,31PGN,cropnew,4,127,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_11,noChange,no,10.9685339446591,5.06606975377453,31PGN,cropnew,3,131,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_12,noChange,no,10.9328335861155,5.05237719874095,31PGN,cropnew,4,119,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_13,noChange,no,10.9653640710781,5.09348914654947,31PGN,cropnew,1,116,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_14,Fire,no,10.9690138283775,5.03506338127347,31PGN,cropnew,3,108,0,0,22,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.8307692307692308
74185_15,noChange,no,10.9667197638987,5.0934986870569,31PGN,cropnew,1,128,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
74185_16,Crop expansion; clear cut,human,10.9215664053157,5.03419069748278,31PGN,cropnew,2,25,0,0,29,0,44,0,0,0,NA,0.6027397260273972,1.0,NA,1.0,0.6027397260273972,0.5510204081632653,0.7040816326530612
97785_1,Lost water,no,14.018323448008,13.6401210069757,33PUR,waternew,3,66,0,0,4,58,0,0,0,0,1.0,0.9354838709677419,NA,NA,1.0,0.9354838709677419,1.0,0.96875
97785_2,Variable water,no,14.0011432217442,13.6718839042712,33PUR,waternew,1,92,0,0,27,13,0,0,0,0,1.0,0.325,NA,NA,1.0,0.325,1.0,0.7954545454545454
97785_3,Variable water,no,14.0284656598717,13.6595049543426,33PUR,waternew,2,0,0,0,63,14,0,0,0,0,1.0,0.18181818181818182,NA,NA,1.0,0.18181818181818182,1.0,0.18181818181818182
97785_4,noChange,no,14.001935203481,13.7182618970261,33PUR,waternew,4,186,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
97785_5,Variable water,no,13.9932468128122,13.6660969893777,33PUR,waternew,3,24,0,0,10,14,0,0,0,0,1.0,0.5833333333333334,NA,NA,1.0,0.5833333333333334,1.0,0.7916666666666666
97785_6,Variable water,no,13.987180839528,13.6480802708882,33PUR,waternew,3,115,0,0,35,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.7666666666666667
97785_7,Variable water,no,14.0227646289675,13.6584270241414,33PUR,waternew,2,76,0,0,44,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.6333333333333333
97785_8,Variable water,no,13.9731116313066,13.6539941260276,33PUR,waternew,2,0,0,0,6,0,30,0,0,0,NA,0.8333333333333334,1.0,NA,1.0,0.8333333333333334,0.16666666666666666,0.8333333333333334
97785_9,Variable water,no,13.9678631443361,13.6368075904571,33PUR,waternew,1,0,0,0,77,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.0
97785_10,Variable water,no,14.0397546501082,13.6905510711337,33PUR,waternew,3,149,0,0,14,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.9141104294478528
97785_11,Variable water,no,13.9677078927691,13.6576355459521,33PUR,waternew,3,43,0,0,32,11,0,0,0,0,1.0,0.2558139534883721,NA,NA,1.0,0.2558139534883721,1.0,0.627906976744186
97785_12,noChange,no,13.9622882623089,13.7084843804036,33PUR,waternew,1,185,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
97785_13,Variable water,no,14.031192891627,13.7122661842498,33PUR,waternew,2,0,0,0,87,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.0
97785_14,Variable water,no,14.0158131296673,13.6765214089841,33PUR,waternew,2,42,0,0,57,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.42424242424242425
97785_15,Variable water,no,13.995177115447,13.6719181686345,33PUR,waternew,3,47,0,0,11,7,0,0,0,0,1.0,0.3888888888888889,NA,NA,1.0,0.3888888888888889,1.0,0.8307692307692308
97785_16,noChange,no,14.0320462547674,13.7197614282055,33PUR,waternew,4,186,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
97785_17,noChange,no,14.0320491931026,13.7203169688146,33PUR,waternew,1,139,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
97785_18,Variable water,no,14.0289586398786,13.6506135038296,33PUR,waternew,2,51,0,0,13,0,69,0,0,0,NA,0.8414634146341463,1.0,NA,1.0,0.8414634146341463,0.48120300751879697,0.9022556390977443
97785_19,Variable water,no,13.9986455860738,13.7116144265725,33PUR,waternew,1,0,0,0,46,10,0,0,0,0,1.0,0.17857142857142858,NA,NA,1.0,0.17857142857142858,1.0,0.17857142857142858
97785_20,noChange,no,14.0208770994061,13.6603823069914,33PUR,waternew,1,128,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
103279_1,Crop cycle change,no,14.5901349484673,78.776685088583,44PKB,builtnewalert,3,41,0,0,0,0,0,0,0,58,NA,NA,1.0,NA,1.0,NA,1.0,1.0
103279_2,noChange,no,14.6099898344796,78.783723122238,44PKB,builtnewalert,2,117,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
103279_3,noChange,human,14.580801588708,78.7929220542828,44PKB,builtnewalert,2,119,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
103279_4,noChange,no,14.6142814626857,78.77894773673,44PKB,builtnewalert,2,125,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
103279_5,noChange,no,14.587890792852,78.797304896189,44PKB,builtnewalert,2,127,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
103279_6,selective logging,no,14.6538560278254,78.7788278568042,44PKB,builtnewalert,1,36,0,0,10,34,0,0,0,0,1.0,0.7727272727272727,NA,NA,1.0,0.7727272727272727,1.0,0.875
103279_7,noChange,no,14.6670672870458,78.799856229115,44PKB,builtnewalert,2,127,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
103279_8,Crop cycle change,no,14.6482146360973,78.7841746206486,44PKB,builtnewalert,1,21,0,0,12,68,0,0,0,0,1.0,0.85,NA,NA,1.0,0.85,1.0,0.8811881188118812
103279_9,Natural browning,no,14.6333152745508,78.8138347661435,44PKB,builtnewalert,1,27,0,0,14,69,0,0,0,0,1.0,0.8313253012048193,NA,NA,1.0,0.8313253012048193,1.0,0.8727272727272727
103279_10,Crop cycle change,no,14.6000720334421,78.7955135160541,44PKB,builtnewalert,3,47,0,0,2,42,0,0,0,0,1.0,0.9545454545454546,NA,NA,1.0,0.9545454545454546,1.0,0.978021978021978
103279_11,crop expansion,no,14.6258317501482,78.7963701493914,44PKB,builtnewalert,2,97,0,0,12,0,0,0,0,0,NA,0.0,NA,NA,NA,0.0,1.0,0.8899082568807339
103279_12,noChange,no,14.6524546165776,78.8025079926351,44PKB,builtnewalert,4,122,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
103279_13,Natural browning,no,14.6687445733653,78.77672862253,44PKB,builtnewalert,1,29,0,0,3,42,0,0,0,0,1.0,0.9333333333333333,NA,NA,1.0,0.9333333333333333,1.0,0.9594594594594594
103279_14,Natural browning,no,14.6333152745508,78.8138347661435,44PKB,builtnewalert,1,27,0,0,14,69,0,0,0,0,1.0,0.8313253012048193,NA,NA,1.0,0.8313253012048193,1.0,0.8727272727272727
103279_15,Natural browning,no,14.6070862174966,78.8207752021989,44PKB,builtnewalert,3,44,69,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.3893805309734513
103279_16,noChange,no,14.63538885975,78.8619791153525,44PKB,builtnewalert,4,126,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
103279_17,Crop cycle change,no,14.6472072365628,78.7922588270961,44PKB,builtnewalert,3,25,0,0,6,69,0,0,0,0,1.0,0.92,NA,NA,1.0,0.92,1.0,0.94
103279_18,Natural browning,no,14.5864760792765,78.8490912610786,44PKB,builtnewalert,3,42,0,0,0,71,0,0,0,0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0
103279_19,noChange,human,14.5807884358039,78.7915305181105,44PKB,builtnewalert,1,38,74,0,0,0,0,0,0,0,0.0,NA,NA,NA,0.0,NA,1.0,0.3392857142857143
103279_20,noChange,no,14.6639323544052,78.7837381235483,44PKB,builtnewalert,3,123,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.0,1.0
