ID,Block,subID,blockStratum,substratum,zone,x,y,centx,centy,long,lat,MGRS
481818_2,481818,2,other,3,31,313434.3404,5463803.692,313425,5463795,0.4336666,49.29838129,31UCQ
481818_3,481818,3,other,3,31,318233.0267,5461145.822,318225,5461155,0.500823752,49.27610353,31UCQ
481818_4,481818,4,other,2,31,315232.5108,5458463.581,315225,5458455,0.460865802,49.25094124,31UCQ
481818_5,481818,5,other,2,31,320510.9588,5460879.378,320505,5460885,0.53226126,49.2743506,31UCQ
481818_6,481818,6,other,2,31,317037.4952,5460821.943,317025,5460825,0.48449282,49.27278009,31UCQ
481818_7,481818,7,other,2,31,320205.4517,5456601.386,320205,5456595,0.530066412,49.23570891,31UCQ
481818_8,481818,8,other,4,31,320190.2931,5458381.197,320205,5458395,0.529258972,49.25188527,31UCQ
481818_9,481818,9,other,3,31,314131.5677,5457582.908,314145,5457585,0.446443609,49.24279617,31UCQ
481818_10,481818,10,other,2,31,314545.7013,5457732.177,314535,5457735,0.451727041,49.24426239,31UCQ
481818_11,481818,11,other,4,31,318488.9064,5464968.457,318495,5464965,0.502802139,49.31042272,31UCQ
481818_12,481818,12,other,2,31,320131.8693,5456457.096,320145,5456445,0.529310243,49.23434326,31UCQ
481818_13,481818,13,other,3,31,317445.0144,5458276.213,317445,5458275,0.49142364,49.24998985,31UCQ
481818_14,481818,14,other,2,31,316009.7326,5457213.517,316005,5457225,0.472138086,49.24012287,31UCQ
481818_15,481818,15,other,3,31,314997.572,5459767.132,314985,5459775,0.456961442,49.26273072,31UCQ
481818_16,481818,16,other,2,31,320465.8122,5461490.166,320475,5461485,0.531579976,49.27973389,31UCQ
488254_1,488254,1,oldcrop_short,4,35,552954.5062,5521188.053,552945,5521185,27.73633725,49.84075163,35UNR
488254_2,488254,2,oldcrop_short,1,35,560152.0399,5520831.541,560145,5520825,27.83640543,49.83683475,35UNR
488254_3,488254,3,oldcrop_short,3,35,554398.713,5519598.012,554385,5519595,27.75613936,49.82632298,35UNR
488254_4,488254,4,oldcrop_short,1,35,556122.2863,5523305.702,556125,5523315,27.78086774,49.85961833,35UNR
488254_5,488254,5,oldcrop_short,4,35,552500.7376,5516042.356,552495,5516055,27.7293855,49.794654,35UNR
488254_6,488254,6,oldcrop_short,2,35,551000.4659,5519196.853,550995,5519205,27.70895932,49.82311334,35UNR
488254_7,488254,7,oldcrop_short,1,35,553732.5938,5514010.044,553725,5514015,27.74619219,49.77619819,35UNR
488254_8,488254,8,oldcrop_short,3,35,553011.3272,5514141.327,553005,5514135,27.73620927,49.77734139,35UNR
488254_9,488254,9,oldcrop_short,2,35,554836.888,5522783.45,554835,5522775,27.7628452,49.85488134,35UNR
488254_10,488254,10,oldcrop_short,2,35,558709.6264,5517509.327,558705,5517495,27.81587846,49.80702943,35UNR
488254_11,488254,11,oldcrop_short,1,35,553470.1661,5513473.705,553485,5513475,27.74278487,49.77136304,35UNR
488254_12,488254,12,oldcrop_short,2,35,558200.784,5513881.036,558195,5513895,27.80825227,49.77470257,35UNR
488254_13,488254,13,oldcrop_short,3,35,556560.6565,5522632.551,556575,5522625,27.78702718,49.85337053,35UNR
488254_14,488254,14,oldcrop_short,2,35,558600.4216,5514208.827,558615,5514195,27.8141301,49.77735978,35UNR
488254_15,488254,15,oldcrop_short,3,35,554228.7123,5518211.796,554235,5518215,27.75386116,49.81392546,35UNR
488254_16,488254,16,oldcrop_short,1,35,553570.416,5513598.195,553575,5513595,27.74405118,49.77243426,35UNR
488254_17,488254,17,oldcrop_short,1,35,557198.8396,5515673.266,557205,5515665,27.79476425,49.79071619,35UNR
488254_18,488254,18,oldcrop_short,3,35,553380.9675,5518354.158,553395,5518365,27.74220692,49.81534985,35UNR
488254_19,488254,19,oldcrop_short,3,35,557604.5506,5516114.85,557595,5516115,27.80024876,49.79472598,35UNR
488254_20,488254,20,oldcrop_short,2,35,559586.6947,5519006.316,559575,5518995,27.82819854,49.82043379,35UNR
490359_1,490359,1,oldcrop_short,3,36,699878.2703,5537082.697,699885,5537085,35.78652786,49.95261994,36UXA
490359_2,490359,2,oldcrop_short,1,36,695579.5764,5545725.57,695565,5545725,35.73077245,50.03167087,36UXA
490359_3,490359,3,oldcrop_short,2,36,699012.6097,5537824.765,699015,5537835,35.77480203,49.95964819,36UXA
490359_4,490359,4,oldcrop_short,3,36,704997.9843,5540145.126,704985,5540145,35.85916183,49.97837885,36UXA
490359_5,490359,5,oldcrop_short,1,36,698546.5472,5546426.666,698535,5546415,35.7725502,50.03688671,36UXA
490359_6,490359,6,oldcrop_short,2,36,699999.6831,5541044.827,700005,5541045,35.79025626,49.98815415,36UXA
490359_7,490359,7,oldcrop_short,2,36,695413.226,5545002.797,695415,5545005,35.72831372,50.02525177,36UXA
490359_8,490359,8,oldcrop_short,3,36,704832.6566,5539860.832,704835,5539875,35.85692863,49.97600499,36UXA
490359_9,490359,9,oldcrop_short,1,36,700352.7577,5539021.03,700365,5539035,35.79422549,49.96997674,36UXA
490359_10,490359,10,oldcrop_short,3,36,703736.784,5539232.378,703725,5539245,35.84113365,49.9707257,36UXA
490359_11,490359,11,oldcrop_short,2,36,696023.1957,5544677.396,696015,5544675,35.73651205,50.02208999,36UXA
490359_12,490359,12,oldcrop_short,1,36,695370.0719,5539213.749,695385,5539215,35.72495157,49.97324505,36UXA
490359_13,490359,13,oldcrop_short,3,36,705153.7439,5537410.715,705165,5537415,35.86021446,49.95379371,36UXA
490359_14,490359,14,oldcrop_short,2,36,702299.4585,5546776.267,702285,5546775,35.82504224,50.03885841,36UXA
490359_15,490359,15,oldcrop_short,3,36,703170.0595,5545758.884,703185,5545755,35.8370547,50.02938932,36UXA
490359_16,490359,16,oldcrop_short,4,36,702524.103,5539318.517,702525,5539305,35.82445169,49.97167312,36UXA
490359_17,490359,17,oldcrop_short,2,36,695078.6828,5543999.632,695085,5543985,35.72319347,50.01619642,36UXA
490359_18,490359,18,oldcrop_short,4,36,702537.1229,5537656.645,702525,5537655,35.82358386,49.95685088,36UXA
490359_19,490359,19,oldcrop_short,1,36,696456.1098,5541023.287,696465,5541015,35.74091498,49.98906127,36UXA
490359_20,490359,20,oldcrop_short,1,36,695574.06,5545612.294,695565,5545605,35.73071128,50.03059281,36UXA
518955_1,518955,1,wetshort,1,52,593954.3972,5823560.666,593955,5823555,130.3858031,52.55394836,52UED
518955_2,518955,2,wetshort,3,52,593248.8284,5821197.297,593235,5821185,130.3745211,52.53277171,52UED
518955_3,518955,3,wetshort,2,52,591239.8455,5818906.739,591225,5818905,130.3442718,52.51262013,52UED
518955_4,518955,4,wetshort,2,52,595010.9547,5824042.768,595005,5824035,130.4014227,52.55808006,52UED
518955_5,518955,5,wetshort,2,52,598237.4862,5817958.678,598245,5817945,130.4473989,52.50277233,52UED
518955_6,518955,6,wetshort,1,52,592898.2334,5818868.312,592905,5818875,130.3690119,52.51206676,52UED
518955_7,518955,7,wetshort,2,52,594830.1542,5818382.395,594825,5818395,130.3971584,52.50742215,52UED
518955_8,518955,8,wetshort,1,52,591888.3675,5822147.145,591885,5822145,130.3548904,52.54162922,52UED
518955_9,518955,9,wetshort,3,52,589316.6033,5823265.693,589305,5823255,130.3171567,52.55203486,52UED
518955_10,518955,10,wetshort,1,52,594841.6638,5821743.092,594855,5821755,130.3985591,52.53761487,52UED
518955_11,518955,11,wetshort,1,52,592578.3366,5823884.002,592575,5823885,130.365547,52.55715071,52UED
518955_12,518955,12,wetshort,4,52,597635.1597,5823977.682,597645,5823975,130.4403346,52.55707356,52UED
518955_13,518955,13,wetshort,2,52,590030.3962,5821825.02,590025,5821815,130.3273824,52.53897395,52UED
518955_14,518955,14,wetshort,2,52,592389.5791,5821005.353,592395,5821005,130.3620911,52.53129707,52UED
518955_15,518955,15,wetshort,3,52,591774.9079,5820517.955,591765,5820525,130.3526739,52.52708949,52UED
518955_16,518955,16,wetshort,3,52,590019.0782,5823714.343,590025,5823705,130.327895,52.55596072,52UED
518955_17,518955,17,wetshort,3,52,591765.0879,5821187.291,591765,5821185,130.3528562,52.53302133,52UED
518955_18,518955,18,wetshort,1,52,593580.9516,5822450.397,593595,5822445,130.3801819,52.54403425,52UED
518955_19,518955,19,wetshort,3,52,589658.9489,5822442.403,589665,5822445,130.322246,52.54469562,52UED
518955_20,518955,20,wetshort,4,52,592812.2565,5816131.504,592815,5816145,130.3669248,52.48754586,52UED
529881_1,529881,1,oldcrop_short,3,38,350165.9811,5940018.207,350175,5940015,42.7364652,53.58754014,38ULE
529881_2,529881,2,oldcrop_short,4,38,354765.0351,5945579.664,354765,5945565,42.80316612,53.63868097,38ULE
529881_3,529881,3,oldcrop_short,3,38,350480.9519,5936968.987,350475,5936955,42.74245884,53.56014215,38ULE
529881_4,529881,4,oldcrop_short,2,38,347429.0847,5939266.299,347415,5939265,42.69517092,53.58000841,38ULE
529881_5,529881,5,oldcrop_short,3,38,346956.9232,5939047.053,346965,5939055,42.68848259,53.57799126,38ULE
529881_6,529881,6,oldcrop_short,2,38,349640.1016,5941158.999,349635,5941155,42.72776446,53.59762445,38ULE
529881_7,529881,7,oldcrop_short,2,38,349466.7455,5941518.36,349455,5941515,42.72487294,53.6008061,38ULE
529881_8,529881,8,oldcrop_short,2,38,347018.817,5941655.444,347025,5941665,42.68810831,53.60144974,38ULE
529881_9,529881,9,oldcrop_short,2,38,355560.2504,5939170.869,355575,5939175,42.81837016,53.58151027,38ULE
529881_10,529881,10,oldcrop_short,1,38,350485.4219,5944147.527,350475,5944155,42.73900755,53.62480923,38ULE
529881_11,529881,11,oldcrop_short,1,38,351251.9594,5944212.516,351255,5944215,42.75076337,53.62557024,38ULE
529881_12,529881,12,oldcrop_short,3,38,349907.2486,5942541.511,349905,5942535,42.73117657,53.61009624,38ULE
529881_13,529881,13,oldcrop_short,3,38,350167.0069,5940330.498,350175,5940345,42.73630673,53.59050404,38ULE
529881_14,529881,14,oldcrop_short,3,38,352140.7276,5945287.526,352155,5945295,42.76384818,53.63552526,38ULE
529881_15,529881,15,oldcrop_short,1,38,350991.9121,5945473.541,350985,5945475,42.74608074,53.63681019,38ULE
529881_16,529881,16,oldcrop_short,1,38,354048.0181,5940139.269,354045,5940135,42.79482826,53.58970937,38ULE
529881_17,529881,17,oldcrop_short,1,38,350237.8259,5944801.964,350235,5944815,42.73506403,53.63066841,38ULE
529881_18,529881,18,oldcrop_short,4,38,352208.928,5941463.446,352215,5941455,42.76657702,53.60105265,38ULE
529881_19,529881,19,oldcrop_short,2,38,355533.562,5940089.857,355545,5940075,42.81750073,53.58958582,38ULE
529881_20,529881,20,oldcrop_short,1,38,355652.9678,5940205.317,355665,5940195,42.81925679,53.59069671,38ULE
533999_1,533999,1,fire,3,50,401818.7792,5976663.039,401805,5976675,115.504459,53.92915121,50ULE
533999_2,533999,2,fire,3,50,397744.4988,5976047.099,397755,5976045,115.4430116,53.9227071,50ULE
533999_3,533999,3,fire,2,50,403829.4849,5979819.014,403815,5979825,115.5340686,53.95783136,50ULE
533999_4,533999,4,fire,2,50,402305.138,5977454.714,402315,5977455,115.5119742,53.93625594,50ULE
533999_5,533999,5,fire,4,50,401952.1723,5982015.08,401955,5982015,115.5050272,53.97715915,50ULE
533999_6,533999,6,fire,1,50,405843.03,5977246.511,405855,5977245,115.5659444,53.93502486,50ULE
533999_7,533999,7,fire,3,50,399527.357,5975415.986,399525,5975415,115.4701615,53.917393,50ULE
533999_8,533999,8,fire,1,50,405608.1251,5978979.182,405615,5978985,115.5617521,53.95061536,50ULE
533999_9,533999,9,fire,2,50,401685.5777,5975067.116,401685,5975055,115.5031529,53.9145728,50ULE
533999_10,533999,10,fire,1,50,406419.6646,5974960.394,406425,5974965,115.5753218,53.91464182,50ULE
533999_11,533999,11,fire,4,50,399053.2134,5983260.313,399045,5983275,115.4602559,53.9879198,50ULE
533999_12,533999,12,fire,2,50,401704.34,5978316.55,401715,5978325,115.502558,53.94395929,50ULE
533999_13,533999,13,fire,3,50,402554.9427,5976733.61,402555,5976735,115.5158584,53.92983197,50ULE
533999_14,533999,14,fire,2,50,401305.5258,5978737.777,401295,5978745,115.4960256,53.94765302,50ULE
533999_15,533999,15,fire,1,50,405717.0998,5978467.385,405705,5978475,115.5632806,53.94604934,50ULE
533999_16,533999,16,fire,3,50,405757.0969,5980962.136,405765,5980965,115.5634254,53.9684333,50ULE
533999_17,533999,17,fire,2,50,401654.2613,5978210.948,401655,5978205,115.5016828,53.9428697,50ULE
533999_18,533999,18,fire,1,50,406689.5564,5979264.247,406695,5979255,115.5781211,53.95323723,50ULE
533999_19,533999,19,fire,1,50,406100.1509,5978927.374,406095,5978925,115.5690824,53.95016358,50ULE
533999_20,533999,20,fire,3,50,401530.7117,5978518.341,401535,5978505,115.4997585,53.94554236,50ULE
539283_1,539283,1,fire,1,52,343078.546,6042613.554,343065,6042615,126.576087,54.50680633,52UCF
539283_2,539283,2,fire,2,52,340477.8192,6044429.538,340485,6044415,126.5353052,54.52216326,52UCF
539283_3,539283,3,fire,1,52,341554.5172,6040101.907,341565,6040095,126.5542943,54.4837129,52UCF
539283_4,539283,4,fire,3,52,344642.0273,6041613.521,344655,6041625,126.6011421,54.4984064,52UCF
539283_5,539283,5,fire,3,52,346931.253,6045419.753,346935,6045405,126.634355,54.53304196,52UCF
539283_6,539283,6,fire,1,52,346788.2176,6041176.8,346785,6041175,126.634236,54.49501345,52UCF
539283_7,539283,7,fire,2,52,344634.4633,6039275.415,344625,6039285,126.6019099,54.47738564,52UCF
539283_8,539283,8,fire,2,52,344775.7879,6039438.275,344775,6039435,126.604144,54.47877843,52UCF
539283_9,539283,9,fire,1,52,342896.0514,6041068.67,342885,6041055,126.5741398,54.49274319,52UCF
539283_10,539283,10,fire,3,52,346420.2198,6037714.487,346425,6037725,126.630475,54.46392532,52UCF
539283_11,539283,11,fire,1,52,343765.6304,6041050.708,343755,6041055,126.5875594,54.49301185,52UCF
539283_12,539283,12,fire,3,52,345204.1395,6040572.165,345195,6040575,126.6100232,54.48914317,52UCF
539283_13,539283,13,fire,2,52,340891.4385,6044125.951,340905,6044115,126.5419499,54.51960161,52UCF
539283_14,539283,14,fire,4,52,344747.0527,6044034.482,344745,6044025,126.6012677,54.51998422,52UCF
539283_15,539283,15,fire,4,52,338725.6065,6041436.557,338715,6041445,126.5096085,54.4949365,52UCF
539283_16,539283,16,fire,3,52,346198.4337,6041381.592,346185,6041385,126.624871,54.49671758,52UCF
539283_17,539283,17,fire,1,52,339921.4484,6041153.459,339915,6041145,126.528281,54.49262292,52UCF
539283_18,539283,18,fire,2,52,340910.2683,6044225.64,340905,6044235,126.5418852,54.52067907,52UCF
539283_19,539283,19,fire,2,52,344811.4318,6039976.262,344805,6039975,126.6043231,54.48363644,52UCF
539283_20,539283,20,fire,3,52,342518.9952,6041351.397,342525,6041355,126.568427,54.49532531,52UCF
540915_1,540915,1,fire,2,50,600365.7619,6061280.64,600375,6061275,118.5571659,54.68879601,50UNF
540915_2,540915,2,fire,2,50,596403.4957,6060394.652,596415,6060405,118.4954688,54.68175369,50UNF
540915_3,540915,3,fire,4,50,600693.1972,6062796.951,600705,6062805,118.5628115,54.70247494,50UNF
540915_4,540915,4,fire,4,50,595388.8305,6061657.898,595395,6061665,118.4800657,54.69326756,50UNF
540915_5,540915,5,fire,2,50,602788.6123,6057477.413,602775,6057465,118.5930419,54.65408514,50UNF
540915_6,540915,6,fire,1,50,595103.5951,6060028.609,595095,6060015,118.4748752,54.67850085,50UNF
540915_7,540915,7,fire,1,50,596987.5024,6063753.646,596985,6063765,118.5054239,54.71182976,50UNF
540915_8,540915,8,fire,3,50,597270.4684,6062003.623,597285,6061995,118.5094881,54.69587063,50UNF
540915_9,540915,9,fire,2,50,600281.2397,6061463.495,600285,6061455,118.5558321,54.69043098,50UNF
540915_10,540915,10,fire,2,50,600712.8784,6056306.15,600705,6056295,118.5605669,54.64399192,50UNF
540915_11,540915,11,fire,3,50,600873.1569,6059784.835,600885,6059775,118.5645561,54.67521881,50UNF
540915_12,540915,12,fire,1,50,596320.2987,6061771.679,596325,6061785,118.4945289,54.69416859,50UNF
540915_13,540915,13,fire,3,50,602583.7408,6057266.821,602595,6057255,118.5901794,54.65223526,50UNF
540915_14,540915,14,fire,2,50,600592.7103,6056784.275,600585,6056775,118.5588731,54.64832799,50UNF
540915_15,540915,15,fire,3,50,598221.0243,6062913.893,598215,6062925,118.5242257,54.70404493,50UNF
540915_16,540915,16,fire,1,50,594756.4842,6063824.116,594765,6063825,118.4709968,54.71279173,50UNF
540915_17,540915,17,fire,3,50,602149.4812,6059978.135,602145,6059985,118.5841618,54.67685151,50UNF
540915_18,540915,18,fire,1,50,596844.8695,6054760.118,596835,6054765,118.5001129,54.63100424,50UNF
540915_19,540915,19,fire,1,50,601162.1976,6055845.389,601155,6055845,118.5673818,54.63985928,50UNF
540915_20,540915,20,fire,3,50,597722.5241,6062417.322,597735,6062415,118.5166084,54.69955666,50UNF
541754_1,541754,1,fire,4,50,594435.6877,6073539.872,594435,6073545,118.4690352,54.80017664,50UNF
541754_2,541754,2,fire,1,50,595972.8677,6071590.641,595965,6071595,118.4921817,54.78236809,50UNF
541754_3,541754,3,fire,2,50,594168.2082,6072951.824,594165,6072945,118.4646417,54.79483712,50UNF
541754_4,541754,4,fire,2,50,596179.0314,6072866.852,596175,6072855,118.4958636,54.79364732,50UNF
541754_5,541754,5,fire,1,50,589502.549,6070106.703,589515,6070095,118.3914606,54.77008368,50UNF
541754_6,541754,6,fire,4,50,594093.7352,6069709.393,594105,6069705,118.4626579,54.76574082,50UNF
541754_7,541754,7,fire,3,50,591279.3774,6074271.56,591285,6074265,118.4202775,54.80722822,50UNF
541754_8,541754,8,fire,1,50,594475.8643,6070575.237,594465,6070575,118.4685344,54.77348915,50UNF
541754_9,541754,9,fire,1,50,595735.6917,6067664.191,595725,6067665,118.4871559,54.74710782,50UNF
541754_10,541754,10,fire,2,50,596446.1011,6072357.812,596445,6072345,118.4998918,54.78901383,50UNF
541754_11,541754,11,fire,2,50,587024.0719,6068319.116,587025,6068325,118.3522368,54.75461921,50UNF
541754_12,541754,12,fire,1,50,594416.4532,6066021.109,594405,6066015,118.4661208,54.73253412,50UNF
541754_13,541754,13,fire,2,50,596604.7828,6066620.752,596595,6066615,118.5003181,54.73750845,50UNF
541754_14,541754,14,fire,1,50,590846.2295,6069620.491,590835,6069615,118.4118222,54.76553431,50UNF
541754_15,541754,15,fire,2,50,591297.3959,6070896.361,591285,6070905,118.4192197,54.77704209,50UNF
541754_16,541754,16,fire,3,50,596028.7805,6074509.607,596025,6074505,118.4940782,54.80849909,50UNF
541754_17,541754,17,fire,3,50,587585.5328,6068130.962,587595,6068145,118.3610367,54.752903,50UNF
541754_18,541754,18,fire,3,50,594808.1819,6072987.089,594795,6072975,118.4744469,54.794988,50UNF
541754_19,541754,19,fire,3,50,593019.1468,6070133.958,593025,6070125,118.4460122,54.76971525,50UNF
541754_20,541754,20,fire,3,50,592580.8641,6072189.129,592575,6072195,118.4396801,54.78839511,50UNF
545539_1,545539,1,cropnew,3,41,684372.9435,6122250.701,684375,6122265,65.89803857,55.21245984,41UPB
545539_2,545539,2,cropnew,3,41,683560.9627,6126735.038,683565,6126735,65.88823274,55.25287816,41UPB
545539_3,545539,3,cropnew,2,41,679925.5362,6118048.919,679935,6118035,65.82565499,55.17613159,41UPB
545539_4,545539,4,cropnew,1,41,680716.8454,6126484.289,680715,6126495,65.84329879,55.25177629,41UPB
545539_5,545539,5,cropnew,3,41,684145.5015,6125683.813,684135,6125685,65.89650259,55.24324247,41UPB
545539_6,545539,6,cropnew,3,41,683946.5267,6125695.915,683955,6125685,65.89367516,55.24330959,41UPB
545539_7,545539,7,cropnew,3,41,684322.6667,6125802.257,684315,6125805,65.89940843,55.24425224,41UPB
545539_8,545539,8,cropnew,1,41,683340.8878,6119589.726,683355,6119595,65.88029728,55.18887678,41UPB
545539_9,545539,9,cropnew,2,41,680000.8852,6117899.774,679995,6117885,65.82650059,55.17476348,41UPB
545539_10,545539,10,cropnew,1,41,679090.4887,6118322.364,679095,6118335,65.81267137,55.17912895,41UPB
545539_11,545539,11,cropnew,1,41,686060.936,6126922.612,686055,6126915,65.92747278,55.25356088,41UPB
545539_12,545539,12,cropnew,1,41,686101.3617,6121781.308,686115,6121785,65.92503244,55.20749984,41UPB
545539_13,545539,13,cropnew,1,41,683936.2593,6125434.021,683925,6125445,65.8930474,55.24116687,41UPB
545539_14,545539,14,cropnew,4,41,686230.1335,6120261.148,686235,6120255,65.92590791,55.19372381,41UPB
545539_15,545539,15,cropnew,4,41,679222.6601,6123455.779,679215,6123465,65.81780533,55.22512858,41UPB
545539_16,545539,16,cropnew,3,41,683968.7912,6119474.535,683955,6119475,65.88963122,55.18757701,41UPB
557332_1,557332,1,fire,3,52,361550.1497,6256802.33,361545,6256815,126.7544864,56.43552242,52VCH
557332_2,557332,2,fire,4,52,359165.724,6262049.515,359175,6262035,126.713268,56.48168189,52VCH
557332_3,557332,3,fire,1,52,356100.9015,6264372.828,356115,6264375,126.6623334,56.50176304,52VCH
557332_4,557332,4,fire,2,52,356496.6327,6257929.346,356505,6257925,126.6722115,56.44398155,52VCH
557332_5,557332,5,fire,2,52,359068.7382,6258423.841,359055,6258435,126.7132652,56.44932845,52VCH
557332_6,557332,6,fire,1,52,362513.9452,6260304.962,362505,6260295,126.7682111,56.46704464,52VCH
557332_7,557332,7,fire,1,52,356786.0372,6258628.069,356775,6258615,126.6762092,56.45025764,52VCH
557332_8,557332,8,fire,3,52,353753.6715,6256982.934,353745,6256995,126.6280017,56.43478595,52VCH
557332_9,557332,9,fire,1,52,360872.6439,6258764.351,360885,6258765,126.7427537,56.45283414,52VCH
557332_10,557332,10,fire,2,52,359081.0027,6258470.073,359085,6258465,126.7137353,56.44960673,52VCH
557332_11,557332,11,fire,2,52,362880.0397,6256377.224,362895,6256365,126.7765984,56.43187659,52VCH
557332_12,557332,12,fire,1,52,354619.3138,6263110.425,354615,6263115,126.6386898,56.48999178,52VCH
557332_13,557332,13,fire,3,52,361309.4097,6256882.441,361305,6256875,126.7505656,56.4359906,52VCH
557332_14,557332,14,fire,3,52,357409.0889,6256770.198,357405,6256785,126.6874196,56.43402062,52VCH
557332_15,557332,15,fire,4,52,359020.5336,6265708.762,359025,6265695,126.7088534,56.51449299,52VCH
557332_16,557332,16,fire,2,52,353197.5218,6258970.182,353205,6258975,126.6181404,56.45239187,52VCH
557332_17,557332,17,fire,3,52,355525.8386,6258855.104,355515,6258855,126.6556525,56.45202785,52VCH
557332_18,557332,18,fire,2,52,356139.8645,6258151.37,356145,6258165,126.6662449,56.44602638,52VCH
557332_19,557332,19,fire,3,52,357311.206,6256425.945,357315,6256425,126.6861578,56.43076171,52VCH
557332_20,557332,20,fire,1,52,362922.5432,6261657.976,362925,6261645,126.7743132,56.47928653,52VCH
576420_1,576420,1,treelossTF,3,35,355729.9302,6508229.697,355725,6508215,24.51075959,58.69002286,35VLF
576420_2,576420,2,treelossTF,3,35,357501.1822,6510566.616,357495,6510555,24.5397849,58.71160544,35VLF
576420_3,576420,3,treelossTF,2,35,350792.4471,6514131.891,350805,6514125,24.4220511,58.74137965,35VLF
576420_4,576420,4,treelossTF,2,35,356486.792,6510124.148,356475,6510135,24.5224623,58.70749969,35VLF
576420_5,576420,5,treelossTF,1,35,356472.2056,6515661.825,356475,6515655,24.51893706,58.75702849,35VLF
576420_6,576420,6,treelossTF,2,35,353231.6827,6515128.517,353235,6515115,24.46334421,58.75109442,35VLF
576420_7,576420,7,treelossTF,2,35,350059.8208,6511729.622,350055,6511725,24.4107081,58.71958759,35VLF
576420_8,576420,8,treelossTF,3,35,349330.884,6509238.452,349335,6509235,24.39995623,58.69699755,35VLF
576420_9,576420,9,treelossTF,4,35,356311.2249,6514973.862,356325,6514965,24.51678864,58.75078755,35VLF
576420_10,576420,10,treelossTF,4,35,349147.619,6507506.581,349155,6507495,24.3980181,58.6813239,35VLF
576420_11,576420,11,treelossTF,1,35,355795.1612,6515308.593,355785,6515295,24.50725366,58.75356849,35VLF
576420_12,576420,12,treelossTF,1,35,350681.1164,6512080.525,350685,6512085,24.42133538,58.72303548,35VLF
576420_13,576420,13,treelossTF,1,35,350382.7452,6511568.911,350385,6511575,24.41649971,58.71835611,35VLF
576420_14,576420,14,treelossTF,3,35,355335.3675,6516985.018,355335,6516975,24.49840044,58.76849165,35VLF
576420_15,576420,15,treelossTF,2,35,356366.1969,6507848.688,356355,6507855,24.52184692,58.68700219,35VLF
576420_16,576420,16,treelossTF,1,35,350635.5088,6511590.118,350625,6511605,24.42061917,58.71870823,35VLF
576420_17,576420,17,treelossTF,1,35,350422.4698,6511653.154,350415,6511665,24.41695728,58.71917396,35VLF
576420_18,576420,18,treelossTF,3,35,354506.8385,6517026.869,354495,6517035,24.48385204,58.76874762,35VLF
576420_19,576420,19,treelossTF,3,35,355661.5224,6508985.265,355665,6508995,24.50922588,58.69700148,35VLF
576420_20,576420,20,treelossTF,2,35,357192.5194,6507867.911,357195,6507855,24.53632304,58.68728006,35VLF
588553_1,588553,1,fire,2,53,455402.2664,6650557.45,455415,6650565,134.2008945,59.98998426,53VMG
588553_2,588553,2,fire,2,53,454939.7873,6650185.122,454935,6650175,134.1923777,59.98643036,53VMG
588553_3,588553,3,fire,2,53,450133.6892,6653614.329,450135,6653625,134.1055314,60.01685098,53VMG
588553_4,588553,4,fire,1,53,449187.6289,6646221.068,449175,6646215,134.0901411,59.95020521,53VMG
588553_5,588553,5,fire,3,53,454904.2635,6648947.551,454905,6648945,134.1921093,59.97538364,53VMG
588553_6,588553,6,fire,1,53,455040.0689,6652435.254,455055,6652425,134.1940368,60.00664485,53VMG
588553_7,588553,7,fire,3,53,450323.2558,6653910.165,450315,6653925,134.1086872,60.01956624,53VMG
588553_8,588553,8,fire,2,53,455370.9484,6649625.08,455385,6649635,134.2005583,59.98163109,53VMG
588553_9,588553,9,fire,1,53,448848.2734,6647257.027,448845,6647265,134.0839743,59.95959143,53VMG
588553_10,588553,10,fire,1,53,452804.158,6646948.039,452805,6646935,134.1549515,59.95710164,53VMG
588553_11,588553,11,fire,2,53,450143.6315,6653634.999,450135,6653625,134.1055314,60.01685098,53VMG
588553_12,588553,12,fire,2,53,454582.4872,6650906.276,454575,6650895,134.185768,59.99285517,53VMG
588553_13,588553,13,fire,3,53,455980.7787,6650073.201,455985,6650085,134.2112122,59.98573603,53VMG
588553_14,588553,14,fire,4,53,454329.9015,6645445.334,454335,6645435,134.1826752,59.94380657,53VMG
588553_15,588553,15,fire,3,53,454812.7815,6650555.616,454815,6650565,134.1901419,59.98991876,53VMG
588553_16,588553,16,fire,1,53,446571.5372,6654517.99,446565,6654525,134.0412695,60.0244822,53VMG
588553_17,588553,17,fire,1,53,451337.7619,6652546.04,451335,6652545,134.1273093,60.00729846,53VMG
588553_18,588553,18,fire,4,53,453419.3747,6646212.955,453405,6646215,134.1658559,59.95070556,53VMG
588553_19,588553,19,fire,3,53,450738.252,6653800.779,450735,6653805,134.1162494,60.01853946,53VMG
588553_20,588553,20,fire,3,53,455961.4221,6649586.187,455955,6649575,134.2107836,59.98115382,53VMG
596625_1,596625,1,wetshort,3,37,487421.5876,6750102.388,487425,6750105,38.76832911,60.88593866,37VDH
596625_2,596625,2,wetshort,3,37,487503.1555,6750210.971,487515,6750225,38.76997942,60.88701887,37VDH
596625_3,596625,3,wetshort,1,37,487144.1884,6748842.037,487155,6748845,38.76343864,60.87461774,37VDH
596625_4,596625,4,wetshort,2,37,484207.2823,6747875.005,484215,6747885,38.70937288,60.8658928,37VDH
596625_5,596625,5,wetshort,2,37,483098.1497,6747843.062,483105,6747855,38.68893897,60.86557775,37VDH
