ID,Block,subID,blockStratum,substratum,zone,x,y,centx,centy,long,lat,MGRS
835151_8,835151,8,cropnew,1,14,687986.8016,4220240.123,687975,4220235,-96.85589157,38.11039511,14SPH
835151_9,835151,9,cropnew,3,14,686724.2855,4220521.276,686715,4220535,-96.87017589,38.11335839,14SPH
835151_10,835151,10,cropnew,1,14,686094.3289,4215934.811,686085,4215945,-96.87855341,38.0721483,14SPH
835151_11,835151,11,cropnew,3,14,692025.408,4222636.039,692025,4222635,-96.80908059,38.13115787,14SPH
835151_12,835151,12,cropnew,1,14,682910.1759,4221086.803,682905,4221075,-96.91347057,38.11900167,14SPH
835151_13,835151,13,cropnew,1,14,682974.4097,4220976.376,682965,4220985,-96.91280961,38.11817891,14SPH
835151_14,835151,14,cropnew,1,14,692688.7084,4215922.058,692685,4215915,-96.80336885,38.07049623,14SPH
835151_15,835151,15,cropnew,3,14,683959.3377,4224412.336,683955,4224405,-96.9006405,38.14878046,14SPH
835151_16,835151,16,cropnew,1,14,685133.1317,4223745.994,685125,4223745,-96.8874679,38.14259678,14SPH
835151_17,835151,17,cropnew,4,14,690899.4088,4222205.068,690885,4222215,-96.82219122,38.12761709,14SPH
835151_18,835151,18,cropnew,2,14,689521.8972,4218992.704,689535,4219005,-96.83843587,38.09899135,14SPH
835151_19,835151,19,cropnew,2,14,689424.4161,4218672.349,689415,4218675,-96.83989105,38.09604443,14SPH
835151_20,835151,20,cropnew,3,14,689452.6666,4222041.851,689445,4222035,-96.83865719,38.12629932,14SPH
835445_1,835445,1,treelossTF,3,29,621531.2599,4232672.662,621525,4232685,-7.611455366,38.23395716,29SPC
835445_2,835445,2,treelossTF,3,29,624187.3612,4227425.74,624195,4227435,-7.581874788,38.18629083,29SPC
835445_3,835445,3,treelossTF,3,29,626046.675,4234305.523,626055,4234305,-7.559422383,38.24792916,29SPC
835445_4,835445,4,treelossTF,1,29,624425.7235,4234066.032,624435,4234065,-7.577972849,38.24599259,29SPC
835445_5,835445,5,treelossTF,2,29,626691.4581,4234121.13,626685,4234125,-7.55225693,38.24621884,29SPC
835445_6,835445,6,treelossTF,2,29,626680.8364,4234342.062,626685,4234335,-7.552219393,38.24811086,29SPC
835445_7,835445,7,treelossTF,1,29,622012.4042,4231650.838,622005,4231665,-7.606147816,38.22470208,29SPC
835445_8,835445,8,treelossTF,2,29,621390.9561,4232476.209,621405,4232475,-7.612862062,38.23208129,29SPC
835445_9,835445,9,treelossTF,3,29,628029.4249,4225655.688,628035,4225665,-7.538359242,38.169806,29SPC
835445_10,835445,10,treelossTF,4,29,623019.6206,4229188.17,623025,4229175,-7.594929504,38.20212861,29SPC
835445_11,835445,11,treelossTF,3,29,628532.2925,4226159.342,628545,4226145,-7.532452134,38.17405804,29SPC
835445_12,835445,12,treelossTF,1,29,622994.8402,4231795.267,622995,4231785,-7.594819839,38.22564843,29SPC
835445_13,835445,13,treelossTF,1,29,623489.2233,4233255.997,623475,4233255,-7.589081605,38.23882707,29SPC
835445_14,835445,14,treelossTF,2,29,621545.0253,4232454.873,621555,4232445,-7.611153813,38.23179073,29SPC
835445_15,835445,15,treelossTF,1,29,623006.288,4232976.751,622995,4232985,-7.594611754,38.23646022,29SPC
835445_16,835445,16,treelossTF,1,29,623453.1495,4233559.248,623445,4233555,-7.589372076,38.24153413,29SPC
835445_17,835445,17,treelossTF,3,29,623253.6901,4234033.954,623265,4234035,-7.591344924,38.24588353,29SPC
835445_18,835445,18,treelossTF,2,29,621714.0562,4231076.532,621705,4231065,-7.609677154,38.21933679,29SPC
835445_19,835445,19,treelossTF,2,29,623898.2361,4227205.263,623895,4227195,-7.58534121,38.18416978,29SPC
835445_20,835445,20,treelossTF,4,29,626739.9055,4233716.782,626745,4233705,-7.551646558,38.24242633,29SPC
855895_1,855895,1,other,2,19,256005.0954,4628473.869,256005,4628475,-71.93550674,41.77062347,19TBG
855895_2,855895,2,other,2,19,255876.2343,4628609.867,255885,4628595,-71.93699791,41.77166601,19TBG
855895_3,855895,3,other,2,19,260217.1359,4627341.331,260205,4627335,-71.88457899,41.76164798,19TBG
855895_4,855895,4,other,3,19,252697.5092,4634885.206,252705,4634895,-71.97783234,41.82734931,19TBG
855895_5,855895,5,other,3,19,256181.251,4628609.697,256185,4628595,-71.93339311,41.77175819,19TBG
855895_6,855895,6,other,2,19,255536.088,4629833.886,255525,4629825,-71.94182967,41.78261926,19TBG
855895_7,855895,7,other,3,19,259885.9896,4634409.996,259875,4634415,-71.8914071,41.82523652,19TBG
855895_8,855895,8,other,4,19,253259.7629,4628510.875,253245,4628505,-71.96868206,41.77004047,19TBG
855895_9,855895,9,other,3,19,254732.4909,4632775.924,254745,4632765,-71.95241813,41.80882397,19TBG
855895_10,855895,10,other,3,19,257248.7513,4635234.111,257235,4635225,-71.9234881,41.83171837,19TBG
855895_11,855895,11,other,2,19,260150.0393,4627288.388,260145,4627275,-71.88527567,41.76109012,19TBG
855895_12,855895,12,other,3,19,252626.8117,4632847.147,252615,4632855,-71.97806367,41.80897191,19TBG
855895_13,855895,13,other,2,19,260104.2329,4627282.378,260115,4627275,-71.8856361,41.76108106,19TBG
855895_14,855895,14,other,4,19,251417.5923,4630109.221,251415,4630095,-71.99133488,41.78377132,19TBG
855895_15,855895,15,other,2,19,260671.4243,4632842.338,260685,4632855,-71.88103603,41.81144848,19TBG
855895_16,855895,16,other,2,19,252633.2408,4634895.722,252645,4634895,-71.97855389,41.82733059,19TBG
857008_1,857008,1,cropnew,1,17,610795.6926,4644957.673,610785,4644945,-79.66338763,41.94870584,17TPG
857008_2,857008,2,cropnew,2,17,611527.2065,4649242.985,611535,4649235,-79.65352802,41.98722829,17TPG
857008_3,857008,3,cropnew,4,17,605747.885,4649120.37,605745,4649115,-79.72343038,41.98694624,17TPG
857008_4,857008,4,cropnew,3,17,611540.5142,4648349.806,611535,4648335,-79.65369878,41.97912451,17TPG
857008_5,857008,5,cropnew,1,17,610635.5645,4650866.179,610635,4650855,-79.66408507,42.00194204,17TPG
857008_6,857008,6,cropnew,1,17,611198.0926,4652009.378,611205,4651995,-79.65698824,42.01212651,17TPG
857008_7,857008,7,cropnew,1,17,606052.0418,4648323.738,606045,4648335,-79.71995032,41.97988245,17TPG
857008_8,857008,8,cropnew,2,17,613725.8453,4653526.1,613725,4653525,-79.62626628,42.02554263,17TPG
857008_9,857008,9,cropnew,2,17,610934.1327,4653781.77,610935,4653795,-79.65990782,42.02837211,17TPG
857008_10,857008,10,cropnew,2,17,614346.5524,4650332.381,614355,4650345,-79.61927785,41.9968185,17TPG
857008_11,857008,11,cropnew,1,17,607336.7728,4647787.771,607335,4647795,-79.70448135,41.97484542,17TPG
857008_12,857008,12,cropnew,4,17,614532.496,4647605.841,614535,4647615,-79.61763707,41.97221124,17TPG
857008_13,857008,13,cropnew,3,17,614845.9678,4651890.044,614835,4651905,-79.61317891,42.01079492,17TPG
857008_14,857008,14,cropnew,3,17,615353.765,4648599.578,615345,4648605,-79.60766949,41.98100712,17TPG
857008_15,857008,15,cropnew,3,17,614583.9059,4651930.499,614595,4651935,-79.61607063,42.01110002,17TPG
857008_16,857008,16,cropnew,2,17,610344.726,4653615.718,610335,4653615,-79.66718776,42.02683574,17TPG
857008_17,857008,17,cropnew,3,17,612488.1927,4646724.843,612495,4646715,-79.6424239,41.96440127,17TPG
857008_18,857008,18,cropnew,1,17,614296.1122,4647831.891,614295,4647825,-79.62049209,41.97413694,17TPG
857008_19,857008,19,cropnew,3,17,612756.3421,4651940.247,612765,4651935,-79.63816491,42.01136431,17TPG
857008_20,857008,20,cropnew,2,17,608747.7547,4651332.39,608745,4651335,-79.68681204,42.0065274,17TPG
860973_1,860973,1,gen,2,11,325634.1874,4718570.502,325635,4718565,-119.1254449,42.599805,11TLH
860973_2,860973,2,gen,2,11,326118.6788,4720704.321,326115,4720695,-119.1202481,42.61908237,11TLH
860973_3,860973,3,gen,2,11,328608.1356,4716651.435,328605,4716645,-119.088688,42.58319124,11TLH
860973_4,860973,4,gen,2,11,326651.3306,4725024.097,326655,4725015,-119.1149849,42.65808193,11TLH
860973_5,860973,5,gen,2,11,328716.52,4719799.958,328725,4719795,-119.0881734,42.61156706,11TLH
860973_6,860973,6,gen,2,11,328175.6755,4718213.34,328185,4718205,-119.0942732,42.5971374,11TLH
860973_7,860973,7,gen,3,11,329371.3317,4722650.027,329385,4722645,-119.0809863,42.63736264,11TLH
860973_8,860973,8,gen,2,11,320886.4685,4720831.143,320895,4720845,-119.1839005,42.61923694,11TLH
860973_9,860973,9,gen,4,11,323425.0941,4718879.815,323415,4718865,-119.1525804,42.60199973,11TLH
860973_10,860973,10,gen,2,11,327959.399,4717896.403,327945,4717905,-119.0971061,42.59438399,11TLH
860973_11,860973,11,gen,4,11,323456.9933,4723336.451,323445,4723335,-119.1536016,42.64223355,11TLH
866187_1,866187,1,wetshort,1,20,304441.5239,4835530.42,304455,4835535,-65.42464367,43.64710092,20TLP
866187_2,866187,2,wetshort,3,20,308427.2866,4832617.418,308415,4832625,-65.37455236,43.62195221,20TLP
866187_3,866187,3,wetshort,4,20,310107.8063,4828363.016,310095,4828365,-65.35225284,43.58405748,20TLP
866187_4,866187,4,wetshort,1,20,304771.8294,4832145.648,304785,4832145,-65.41933109,43.61669101,20TLP
866187_5,866187,5,wetshort,1,20,305248.6797,4835584.624,305235,4835595,-65.41500225,43.64784535,20TLP
866187_6,866187,6,wetshort,4,20,302510.5339,4826647.876,302505,4826655,-65.44556044,43.56670204,20TLP
866187_7,866187,7,wetshort,2,20,303806.9599,4834856.982,303795,4834845,-65.4325694,43.6407199,20TLP
866187_8,866187,8,wetshort,3,20,306063.1417,4827937.847,306075,4827945,-65.40185352,43.57924402,20TLP
866187_9,866187,9,wetshort,1,20,305246.0791,4835572.774,305235,4835565,-65.41499143,43.64757547,20TLP
866187_10,866187,10,wetshort,3,20,307933.7847,4835550.335,307935,4835565,-65.38154144,43.64827764,20TLP
866187_11,866187,11,wetshort,1,20,305408.3493,4829521.443,305415,4829535,-65.41059189,43.59337598,20TLP
866187_12,866187,12,wetshort,3,20,308225.2107,4833536.618,308235,4833525,-65.37710065,43.63000257,20TLP
866187_13,866187,13,wetshort,3,20,305178.0997,4829964.908,305175,4829955,-65.41371361,43.59709165,20TLP
866187_14,866187,14,wetshort,2,20,302618.6663,4833946.717,302625,4833945,-65.44673346,43.63231413,20TLP
866187_15,866187,15,wetshort,3,20,308886.798,4828969.804,308895,4828965,-65.3673158,43.58914866,20TLP
866187_16,866187,16,wetshort,2,20,304402.1267,4834557.218,304395,4834545,-65.42502851,43.63817911,20TLP
866187_17,866187,17,wetshort,2,20,303883.3024,4834351.372,303885,4834365,-65.43128034,43.63642557,20TLP
866187_18,866187,18,wetshort,2,20,307232.1116,4831127.945,307245,4831125,-65.38850678,43.60815575,20TLP
866187_19,866187,19,wetshort,2,20,308150.2999,4834139.929,308145,4834125,-65.37842832,43.63537716,20TLP
866187_20,866187,20,wetshort,1,20,307280.0672,4833235.583,307275,4833225,-65.3888836,43.6270557,20TLP
889432_1,889432,1,treelossTF,2,10,464642.0726,5287401.9,464655,5287395,-123.4714492,47.73896003,10TDT
889432_2,889432,2,treelossTF,2,10,462202.4991,5285941.87,462195,5285955,-123.5041356,47.7258645,10TDT
889432_3,889432,3,treelossTF,1,10,465531.6773,5291116.947,465525,5291115,-123.4601401,47.772477,10TDT
889432_4,889432,4,treelossTF,1,10,464508.1451,5291127.941,464505,5291115,-123.4737537,47.77242162,10TDT
889432_5,889432,5,treelossTF,3,10,462980.6532,5286385.506,462975,5286375,-123.4937703,47.72968857,10TDT
889432_6,889432,6,treelossTF,3,10,464632.1016,5289214.74,464625,5289225,-123.4719982,47.75542341,10TDT
889432_7,889432,7,treelossTF,3,10,463273.7677,5285790.026,463275,5285805,-123.4897215,47.72457726,10TDT
889432_8,889432,8,treelossTF,1,10,465152.1262,5291365.897,465165,5291355,-123.4649642,47.77461698,10TDT
889432_9,889432,9,treelossTF,2,10,463566.0478,5287187.388,463575,5287185,-123.4858367,47.73701052,10TDT
889432_10,889432,10,treelossTF,1,10,464934.4949,5291151.934,464925,5291145,-123.4681505,47.77271453,10TDT
889432_11,889432,11,treelossTF,4,10,459544.9566,5289146.855,459555,5289135,-123.5396345,47.75431554,10TDT
889432_12,889432,12,treelossTF,3,10,465136.8653,5287393.473,465135,5287395,-123.465047,47.73898615,10TDT
889432_13,889432,13,treelossTF,2,10,464418.3733,5287340.058,464415,5287335,-123.4746455,47.738407,10TDT
889432_14,889432,14,treelossTF,3,10,455882.9129,5284212.736,455895,5284215,-123.5879667,47.70980965,10TDT
889432_15,889432,15,treelossTF,2,10,464461.6767,5287439.167,464475,5287425,-123.4738525,47.73922006,10TDT
889432_16,889432,16,treelossTF,1,10,465030.8734,5291646.508,465045,5291655,-123.46659,47.77730965,10TDT
889432_17,889432,17,treelossTF,2,10,464540.4079,5287361.155,464535,5287365,-123.4730474,47.73868352,10TDT
889432_18,889432,18,treelossTF,4,10,459596.3939,5289634.548,459585,5289645,-123.5392816,47.75890598,10TDT
889432_19,889432,19,treelossTF,3,10,465087.8349,5290101.745,465075,5290095,-123.4660641,47.76327556,10TDT
889432_20,889432,20,treelossTF,1,10,464624.865,5292091.629,464625,5292105,-123.4722327,47.78133548,10TDT
913366_1,913366,1,fire,1,17,691386.9381,5763793.732,691395,5763795,-78.2122844,51.99178971,17UPT
913366_2,913366,2,fire,3,17,692912.6404,5762335.121,692925,5762325,-78.19085505,51.97805961,17UPT
913366_3,913366,3,fire,1,17,694067.3261,5762016.71,694065,5762025,-78.17444709,51.97496871,17UPT
913366_4,913366,4,fire,4,17,689833.24,5757846.753,689835,5757855,-78.2382606,51.93898057,17UPT
913366_5,913366,5,fire,4,17,691628.8171,5758832.295,691635,5758845,-78.21155571,51.94725429,17UPT
913366_6,913366,6,fire,2,17,691190.5799,5763072.126,691185,5763075,-78.21574051,51.98539617,17UPT
913366_7,913366,7,fire,1,17,687699.7408,5760939.458,687705,5760945,-78.26752227,51.96745372,17UPT
913366_8,913366,8,fire,2,17,690651.3838,5762942.972,690645,5762955,-78.22366131,51.98450407,17UPT
913366_9,913366,9,fire,2,17,689795.1535,5763078.967,689805,5763075,-78.23581231,51.9858693,17UPT
913366_10,913366,10,fire,3,17,688270.4159,5762858.796,688275,5762865,-78.25818172,51.98450393,17UPT
913366_11,913366,11,fire,1,17,687840.5402,5759615.962,687855,5759625,-78.26606316,51.95554844,17UPT
913366_12,913366,12,fire,3,17,693995.5402,5761982.653,694005,5761995,-78.17533649,51.97472025,17UPT
913366_13,913366,13,fire,2,17,690161.3428,5760552.021,690165,5760555,-78.23197212,51.96311537,17UPT
913366_14,913366,14,fire,1,17,688238.3776,5761441.313,688245,5761455,-78.25939144,51.97185131,17UPT
913366_15,913366,15,fire,3,17,692977.5253,5763858.041,692985,5763855,-78.18912189,51.99177842,17UPT
913366_16,913366,16,fire,3,17,693027.9185,5761967.785,693015,5761965,-78.18974872,51.9747955,17UPT
913366_17,913366,17,fire,3,17,687634.8522,5762296.129,687645,5762295,-78.26765673,51.97959801,17UPT
913366_18,913366,18,fire,2,17,692369.3525,5761062.063,692355,5761065,-78.19984993,51.96694207,17UPT
913366_19,913366,19,fire,2,17,693372.9724,5762190.997,693375,5762205,-78.18437883,51.97682561,17UPT
913366_20,913366,20,fire,1,17,688286.0425,5760405.106,688275,5760405,-78.25953085,51.9624114,17UPT
916424_1,916424,1,other,2,12,347775.91,5808327.826,347775,5808315,-113.2377268,52.40386857,12UUD
916424_2,916424,2,other,4,12,340862.4752,5805880.055,340875,5805885,-113.3379136,52.38007766,12UUD
916424_3,916424,3,other,4,12,345669.0416,5814569.72,345675,5814555,-113.2714523,52.45933586,12UUD
916424_4,916424,4,other,3,12,349943.6895,5813501.114,349935,5813505,-113.2083302,52.45109011,12UUD
916424_5,916424,5,other,3,12,349741.3786,5813522.013,349755,5813535,-113.2109904,52.45131015,12UUD
916424_6,916424,6,other,3,12,346933.3554,5814245.472,346935,5814255,-113.2527849,52.45699541,12UUD
916424_7,916424,7,other,2,12,349903.8881,5813265.258,349905,5813265,-113.2086634,52.44892581,12UUD
916424_8,916424,8,other,2,12,343032.1452,5808939.084,343035,5808945,-113.3076404,52.40818904,12UUD
916424_9,916424,9,other,3,12,348234.0919,5809772.659,348225,5809785,-113.2317839,52.4171993,12UUD
916424_10,916424,10,other,2,12,343055.7045,5814710.989,343065,5814705,-113.3099049,52.45993966,12UUD
916424_11,916424,11,other,3,12,346447.1362,5814723.14,346455,5814735,-113.2600644,52.46117266,12UUD
916424_12,916424,12,other,2,12,349678.131,5813715.401,349665,5813715,-113.2123948,52.45290244,12UUD
916424_13,916424,13,other,3,12,340583.6272,5807507.86,340575,5807505,-113.3430881,52.39454264,12UUD
916424_14,916424,14,other,2,12,349452.9919,5814588.435,349455,5814585,-113.2158752,52.46066028,12UUD
916424_15,916424,15,other,2,12,349564.0315,5814606.988,349575,5814615,-113.2141239,52.46096285,12UUD
916424_16,916424,16,other,2,12,349512.9178,5814381.664,349515,5814375,-113.2148981,52.45879028,12UUD
938249_1,938249,1,fire,1,13,589620.824,6230958.89,589635,6230955,-103.5547063,56.21505731,13VEC
938249_2,938249,2,fire,1,13,589905.8082,6226846.454,589905,6226845,-103.551746,56.17809126,13VEC
938249_3,938249,3,fire,1,13,590088.1557,6226916.428,590085,6226905,-103.5488272,56.17859617,13VEC
938249_4,938249,4,fire,1,13,588659.7201,6233523.333,588645,6233535,-103.5698005,56.23841582,13VEC
938249_5,938249,5,fire,2,13,588612.3422,6228879.252,588615,6228885,-103.5718385,56.1966559,13VEC
938249_6,938249,6,fire,3,13,588749.8133,6229544.035,588735,6229545,-103.5696845,56.20256158,13VEC
938249_7,938249,7,fire,2,13,588053.5917,6233251.716,588045,6233265,-103.5795673,56.23610221,13VEC
938249_8,938249,8,fire,1,13,590674.4485,6227762.681,590685,6227775,-103.5388684,56.1862965,13VEC
938249_9,938249,9,fire,3,13,591377.3348,6228661.105,591375,6228675,-103.5274456,56.19424819,13VEC
938249_10,938249,10,fire,3,13,590385.5849,6232683.808,590385,6232695,-103.5420242,56.23054363,13VEC
938249_11,938249,11,fire,1,13,589854.3565,6230517.578,589845,6230505,-103.5514738,56.21097592,13VEC
938249_12,938249,12,fire,2,13,590953.5107,6225335.142,590955,6225345,-103.5353511,56.16441938,13VEC
938249_13,938249,13,fire,3,13,587611.3398,6230778.091,587625,6230775,-103.5871642,56.2138149,13VEC
938249_14,938249,14,fire,3,13,589485.4469,6225406.747,589485,6225405,-103.5589938,56.16523644,13VEC
938249_15,938249,15,fire,4,13,587113.557,6231272.816,587115,6231285,-103.5952169,56.21848931,13VEC
938249_16,938249,16,fire,2,13,589340.9799,6233329.854,589335,6233325,-103.5587429,56.23640052,13VEC
938249_17,938249,17,fire,2,13,589631.7712,6225325.185,589635,6225315,-103.5566095,56.1643999,13VEC
938249_18,938249,18,fire,2,13,588129.1491,6231509.47,588135,6231495,-103.5787046,56.22018767,13VEC
938249_19,938249,19,fire,3,13,589517.7813,6227521.765,589515,6227535,-103.5577938,56.18436213,13VEC
938249_20,938249,20,fire,4,13,584154.2226,6229663.873,584145,6229665,-103.6436085,56.20447276,13VEC
1050008_1,1050008,1,treelosswet,2,48,391251.5041,-172657.6006,391245,-172665,104.0223331,-1.5619217,48MUD
1050008_2,1050008,2,treelosswet,2,48,388332.5155,-175403.0521,388335,-175395,103.9961642,-1.586604455,48MUD
1050008_3,1050008,3,treelosswet,2,48,386580.0278,-174783.9543,386595,-174795,103.9805264,-1.581169278,48MUD
1050008_4,1050008,4,treelosswet,1,48,389265.0438,-170891.0088,389265,-170895,104.004543,-1.545902099,48MUD
1050008_5,1050008,5,treelosswet,3,48,390478.4784,-171935.8479,390465,-171945,104.0153249,-1.555405357,48MUD
1050008_6,1050008,6,treelosswet,4,48,392100.8865,-170899.0736,392115,-170895,104.0301607,-1.545914028,48MUD
1050008_7,1050008,7,treelosswet,1,48,390193.2457,-170421.1972,390195,-170415,104.0129044,-1.541563996,48MUD
1050008_8,1050008,8,treelosswet,3,48,390651.8506,-172335.3205,390645,-172335,104.0169413,-1.558934019,48MUD
1050008_9,1050008,9,treelosswet,2,48,385725.2567,-170402.4189,385725,-170415,103.9727254,-1.541544872,48MUD
1050008_10,1050008,10,treelosswet,1,48,388437.2823,-172065.75,388425,-172065,103.9969875,-1.55648217,48MUD
1050008_11,1050008,11,treelosswet,2,48,386400.6832,-176099.6059,386415,-176085,103.9789027,-1.592837556,48MUD
1050008_12,1050008,12,treelosswet,3,48,389788.1386,-176382.2523,389775,-176385,104.0091038,-1.595566156,48MUD
1050008_13,1050008,13,treelosswet,3,48,391404.6963,-176267.4819,391395,-176265,104.0236663,-1.594487651,48MUD
1050008_14,1050008,14,treelosswet,3,48,389648.5463,-177362.621,389655,-177375,104.0080208,-1.604521052,48MUD
1050008_15,1050008,15,treelosswet,1,48,388293.5701,-171768.8661,388305,-171765,103.9959102,-1.553767899,48MUD
1050008_16,1050008,16,treelosswet,4,48,386897.1782,-169491.0406,386895,-169485,103.983246,-1.533137344,48MUD
1050008_17,1050008,17,treelosswet,1,48,389280.4181,-169841.6186,389295,-169845,104.004817,-1.536404058,48MUD
1050008_18,1050008,18,treelosswet,3,48,386262.1084,-173980.1745,386265,-173985,103.9775637,-1.573840716,48MUD
1050008_19,1050008,19,treelosswet,2,48,389737.1348,-172468.2012,389745,-172455,104.0088509,-1.560015709,48MUD
1050008_20,1050008,20,treelosswet,1,48,393079.204,-169947.1387,393075,-169935,104.0387937,-1.537233849,48MUD
1058298_1,1058298,1,treelossTF,1,33,604732.2213,-309791.9808,604725,-309795,15.94221392,-2.802409198,33MXS
1058298_2,1058298,2,treelossTF,4,33,606690.0265,-309724.0149,606705,-309735,15.96002592,-2.801851911,33MXS
1058298_3,1058298,3,treelossTF,2,33,607511.5447,-315070.1233,607515,-315075,15.9673528,-2.850150431,33MXS
1058298_4,1058298,4,treelossTF,1,33,604805.1031,-309596.7901,604815,-309585,15.94302205,-2.800508912,33MXS
1058298_5,1058298,5,treelossTF,2,33,606378.0832,-317292.5404,606375,-317295,15.95711341,-2.870240756,33MXS
1058298_6,1058298,6,treelossTF,3,33,611039.7339,-310649.0092,611025,-310635,15.99889602,-2.809960394,33MXS
1058298_7,1058298,7,treelossTF,2,33,609452.6884,-313233.4788,609465,-313245,15.98488192,-2.833581773,33MXS
1058298_8,1058298,8,treelossTF,2,33,604348.3482,-308951.3879,604335,-308955,15.93869935,-2.794813494,33MXS
1058298_9,1058298,9,treelossTF,3,33,610659.7847,-316934.0166,610665,-316935,15.9957062,-2.866951182,33MXS
1058298_10,1058298,10,treelossTF,1,33,608102.4619,-316281.7383,608115,-316275,15.97275983,-2.861000792,33MXS
1058298_11,1058298,11,treelossTF,2,33,604549.8812,-308477.503,604545,-308475,15.94058509,-2.790469957,33MXS
1058298_12,1058298,12,treelossTF,1,33,610386.1295,-318187.1159,610395,-318195,15.99328697,-2.878350906,33MXS
1058298_13,1058298,13,treelossTF,3,33,603940.9664,-312976.7638,603945,-312975,15.93521981,-2.831180752,33MXS
1058298_14,1058298,14,treelossTF,3,33,604807.2839,-314871.714,604815,-314865,15.94306058,-2.84827105,33MXS
1058298_15,1058298,15,treelossTF,2,33,605021.609,-308688.5896,605025,-308685,15.94490474,-2.792366109,33MXS
1058298_16,1058298,16,treelossTF,1,33,604797.4456,-309513.6711,604785,-309525,15.94275173,-2.799966378,33MXS
1058298_17,1058298,17,treelossTF,3,33,603486.0214,-309304.326,603495,-309315,15.93114513,-2.798076063,33MXS
1058298_18,1058298,18,treelossTF,1,33,604574.4214,-311184.9352,604575,-311175,15.94087447,-2.814893585,33MXS
1058298_19,1058298,19,treelossTF,4,33,613214.9109,-315532.7056,613215,-315525,16.0186361,-2.854176535,33MXS
1058298_20,1058298,20,treelossTF,3,33,611254.7921,-309076.5343,611265,-309075,16.0010431,-2.795847234,33MXS
1085866_1,1085866,1,cropnew,2,35,805992.2686,-834101.0872,805995,-834105,29.77265387,-7.537182932,35MRM
1085866_2,1085866,2,cropnew,2,35,812207.6498,-829557.7236,812205,-829545,29.82861019,-7.495624825,35MRM
1085866_3,1085866,3,cropnew,2,35,809149.8148,-827942.8422,809145,-827955,29.8008172,-7.481436666,35MRM
1085866_4,1085866,4,cropnew,3,35,809777.3841,-831362.6546,809775,-831375,29.8067183,-7.512299544,35MRM
1085866_5,1085866,5,cropnew,1,35,812487.651,-830761.6628,812475,-830775,29.83112627,-7.506721718,35MRM
1085866_6,1085866,6,cropnew,3,35,812662.7988,-830282.5333,812655,-830295,29.83272768,-7.502374582,35MRM
1085866_7,1085866,7,cropnew,2,35,810922.9817,-833187.4118,810915,-833175,29.81714372,-7.528495964,35MRM
1085866_8,1085866,8,cropnew,1,35,815194.0917,-835176.6608,815205,-835185,29.85610097,-7.546403583,35MRM
1085866_9,1085866,9,cropnew,3,35,813323.5842,-835014.0115,813315,-835005,29.83897929,-7.544888903,35MRM
1085866_10,1085866,10,cropnew,2,35,814617.1949,-836590.5009,814605,-836595,29.85075247,-7.559177679,35MRM
1085866_11,1085866,11,cropnew,1,35,805673.1914,-828093.8249,805665,-828105,29.76932264,-7.482991098,35MRM
1085866_12,1085866,12,cropnew,3,35,806373.3853,-833927.349,806385,-833925,29.77617451,-7.535534222,35MRM
1085866_13,1085866,13,cropnew,3,35,806206.324,-833696.3028,806205,-833685,29.77453101,-7.533376142,35MRM
1085866_14,1085866,14,cropnew,2,35,812243.2923,-831312.5855,812235,-831315,29.82898517,-7.511614442,35MRM
1085866_15,1085866,15,cropnew,1,35,808697.1819,-831738.1281,808695,-831735,29.79696174,-7.515614548,35MRM
1085866_16,1085866,16,cropnew,3,35,808927.1112,-830353.0811,808935,-830355,29.79905469,-7.503132525,35MRM
1085866_17,1085866,17,cropnew,4,35,812166.3312,-827494.846,812175,-827505,29.82821974,-7.477195822,35MRM
1085866_18,1085866,18,cropnew,4,35,807345.9012,-831166.7515,807345,-831165,29.78470699,-7.510542365,35MRM
1085866_19,1085866,19,cropnew,1,35,809801.5859,-833455.323,809805,-833445,29.80711017,-7.53099991,35MRM
1085866_20,1085866,20,cropnew,1,35,811337.9316,-833683.0422,811335,-833685,29.82097593,-7.53307919,35MRM
1105166_1,1105166,1,cropnew,3,33,595273.8943,-1309506.504,595275,-1309515,15.87468471,-11.84456217,33LWG
1105166_2,1105166,2,cropnew,4,33,598341.3096,-1304019.199,598335,-1304025,15.90261241,-11.79483144,33LWG
1105166_3,1105166,3,cropnew,3,33,590149.1166,-1307838.768,590145,-1307835,15.82754591,-11.82951216,33LWG
1105166_4,1105166,4,cropnew,1,33,594133.1881,-1310544.849,594135,-1310535,15.86424863,-11.85381758,33LWG
1105166_5,1105166,5,cropnew,1,33,596235.3894,-1312707.953,596235,-1312695,15.88358991,-11.87328965,33LWG
1105166_6,1105166,6,cropnew,2,33,592485.4969,-1310228.814,592485,-1310235,15.84909286,-11.85115066,33LWG
1105166_7,1105166,7,cropnew,1,33,591682.9737,-1309186.261,591675,-1309185,15.84162784,-11.84167823,33LWG
1105166_8,1105166,8,cropnew,2,33,599131.4299,-1310385.707,599145,-1310385,15.91023674,-11.85231711,33LWG
1105166_9,1105166,9,cropnew,1,33,593140.6403,-1312641.296,593145,-1312635,15.85521937,-11.87283434,33LWG
1105166_10,1105166,10,cropnew,2,33,593461.0423,-1308704.969,593475,-1308705,15.85813803,-11.8372883,33LWG
1105166_11,1105166,11,cropnew,1,33,597893.0533,-1312418.108,597885,-1312425,15.89873024,-11.87080046,33LWG
1105166_12,1105166,12,cropnew,3,33,595987.1242,-1309594.176,595995,-1309605,15.88129683,-11.84535551,33LWG
