site_id,date,labels
857008_14,2024-01-03,0
857008_14,2024-01-03,0
857008_14,2024-01-10,0
857008_14,2024-01-10,0
857008_14,2024-01-15,0
857008_14,2024-01-15,0
857008_14,2024-01-22,0
857008_14,2024-01-22,0
857008_14,2024-01-27,0
857008_14,2024-01-27,0
857008_14,2024-02-03,0
857008_14,2024-02-03,0
857008_14,2024-02-15,0
857008_14,2024-02-15,0
857008_14,2024-02-20,0
857008_14,2024-02-20,0
857008_14,2024-02-27,0
857008_14,2024-02-27,0
857008_14,2024-03-03,0
857008_14,2024-03-03,0
857008_14,2024-03-10,0
857008_14,2024-03-10,0
857008_14,2024-03-22,0
857008_14,2024-03-22,0
857008_14,2024-03-27,0
857008_14,2024-03-27,0
857008_14,2024-04-03,0
857008_14,2024-04-03,0
857008_14,2024-04-08,0
857008_14,2024-04-08,0
857008_14,2024-04-15,0
857008_14,2024-04-15,0
857008_14,2024-04-20,0
857008_14,2024-04-20,0
857008_14,2024-04-27,0
857008_14,2024-04-27,0
857008_14,2024-05-02,0
857008_14,2024-05-02,0
857008_14,2024-05-14,0
857008_14,2024-05-14,0
857008_14,2024-06-02,0
857008_14,2024-06-02,0
857008_14,2024-06-07,0
857008_14,2024-06-07,0
857008_14,2024-06-14,0
857008_14,2024-06-14,0
857008_14,2024-06-19,0
857008_14,2024-06-19,0
857008_14,2024-06-26,0
857008_14,2024-06-26,0
857008_14,2024-07-01,0
857008_14,2024-07-01,0
857008_14,2024-07-08,0
857008_14,2024-07-08,0
857008_14,2024-07-13,0
857008_14,2024-07-13,0
857008_14,2024-07-20,0
857008_14,2024-07-20,0
857008_14,2024-08-01,0
857008_14,2024-08-01,0
857008_14,2024-08-06,0
857008_14,2024-08-06,0
857008_14,2024-08-13,0
857008_14,2024-08-13,0
857008_14,2024-08-18,1
857008_14,2024-08-18,1
857008_14,2024-08-30,5
857008_14,2024-08-30,5
857008_14,2024-09-06,5
857008_14,2024-09-06,5
857008_14,2024-09-11,5
857008_14,2024-09-11,5
857008_14,2024-09-18,5
857008_14,2024-09-18,5
857008_14,2024-09-23,6
857008_14,2024-09-23,6
857008_14,2024-09-30,6
857008_14,2024-09-30,6
857008_14,2024-10-05,6
857008_14,2024-10-05,6
857008_14,2024-10-12,6
857008_14,2024-10-12,6
857008_14,2024-10-17,6
857008_14,2024-10-17,6
857008_14,2024-10-24,6
857008_14,2024-10-24,8
857008_14,2024-10-29,6
857008_14,2024-10-29,8
857008_14,2024-11-05,6
857008_14,2024-11-05,8
857008_14,2024-11-10,6
857008_14,2024-11-10,8
857008_14,2024-11-17,6
857008_14,2024-11-17,8
857008_14,2024-11-22,6
857008_14,2024-11-22,8
857008_14,2024-11-29,6
857008_14,2024-11-29,8
857008_14,2024-12-04,8
857008_14,2024-12-04,8
857008_14,2024-12-11,1
857008_14,2024-12-11,8
857008_14,2024-12-16,0
857008_14,2024-12-16,8
857008_14,2024-12-23,0
857008_14,2024-12-23,8
857008_14,2024-12-28,0
857008_14,2024-12-28,8
