site_id,date,labels
1058298_6,2024-01-06,0
1058298_6,2024-01-06,0
1058298_6,2024-01-18,0
1058298_6,2024-01-18,0
1058298_6,2024-01-30,1
1058298_6,2024-01-30,1
1058298_6,2024-02-11,2
1058298_6,2024-02-11,2
1058298_6,2024-02-23,2
1058298_6,2024-02-23,2
1058298_6,2024-03-06,2
1058298_6,2024-03-06,2
1058298_6,2024-03-18,0
1058298_6,2024-03-18,0
1058298_6,2024-03-30,1
1058298_6,2024-03-30,0
1058298_6,2024-04-11,0
1058298_6,2024-04-11,0
1058298_6,2024-04-23,0
1058298_6,2024-04-23,0
1058298_6,2024-05-05,1
1058298_6,2024-05-05,0
1058298_6,2024-05-17,2
1058298_6,2024-05-17,1
1058298_6,2024-05-29,2
1058298_6,2024-05-29,0
1058298_6,2024-06-10,2
1058298_6,2024-06-10,0
1058298_6,2024-06-22,0
1058298_6,2024-06-22,0
1058298_6,2024-07-04,0
1058298_6,2024-07-04,0
1058298_6,2024-07-16,0
1058298_6,2024-07-16,0
1058298_6,2024-07-28,0
1058298_6,2024-07-28,0
1058298_6,2024-08-09,0
1058298_6,2024-08-09,0
1058298_6,2024-08-21,0
1058298_6,2024-08-21,0
1058298_6,2024-09-02,4
1058298_6,2024-09-02,4
1058298_6,2024-09-14,0
1058298_6,2024-09-14,0
1058298_6,2024-09-26,0
1058298_6,2024-09-26,0
1058298_6,2024-10-08,0
1058298_6,2024-10-08,0
1058298_6,2024-10-20,0
1058298_6,2024-10-20,0
1058298_6,2024-11-01,0
1058298_6,2024-11-01,0
1058298_6,2024-11-13,0
1058298_6,2024-11-13,0
1058298_6,2024-11-25,0
1058298_6,2024-11-25,0
1058298_6,2024-12-07,0
1058298_6,2024-12-07,0
1058298_6,2024-12-19,0
1058298_6,2024-12-19,0
