granuleID,SensingTime,ProductionTime,VEG-DIST-STATUS,VEG-ANOM,VEG-IND,VEG-HIST,VEG-ANOM-MAX,VEG-DIST-CONF,VEG-DIST-DATE,VEG-DIST-COUNT,VEG-DIST-DUR,VEG-LAST-DATE,GEN-DIST-STATUS,GEN-ANOM,GEN-ANOM-MAX,GEN-DIST-CONF,GEN-DIST-DATE,GEN-DIST-COUNT,GEN-DIST-DUR,GEN-LAST-DATE
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240103T134709Z_20240207T221937Z_S2B_30_v1,20240103T134709Z,20240207T221937Z,2,NA,NA,73,44,146,20231226,2,6,1095,2,NA,26,98,20231226,2,6,1095
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240105T133831Z_20240207T222021Z_S2A_30_v1,20240105T133831Z,20240207T222021Z,2,41,32,73,44,342,20231226,3,11,1100,2,16,26,195,20231226,3,11,1100
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240105T134539Z_20240207T222107Z_L9_30_v1,20240105T134539Z,20240207T222107Z,2,NA,NA,73,44,342,20231226,3,11,1100,2,NA,26,195,20231226,3,11,1100
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240108T134701Z_20240207T222153Z_S2A_30_v1,20240108T134701Z,20240207T222153Z,3,32,54,73,44,584,20231226,4,14,1103,2,14,26,177,20231226,3,11,1103
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240110T133829Z_20240208T151132Z_S2B_30_v1,20240110T133829Z,20240208T151132Z,3,28,58,73,44,870,20231226,5,16,1105,0,11,0,0,NA,0,0,1105
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240113T134533Z_20240208T151202Z_L8_30_v1,20240113T134533Z,20240208T151202Z,3,NA,NA,73,44,870,20231226,5,16,1105,0,NA,0,0,NA,0,0,1105
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240113T134659Z_20240208T151232Z_S2B_30_v1,20240113T134659Z,20240208T151232Z,3,13,73,73,44,1122,20231226,6,19,1108,0,13,0,0,NA,0,0,1108
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240114T133932Z_20240208T151303Z_L9_30_v1,20240114T133932Z,20240208T151303Z,3,22,64,73,44,1463,20231226,7,20,1109,0,13,0,0,NA,0,0,1109
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240115T133831Z_20240208T151332Z_S2A_30_v1,20240115T133831Z,20240208T151332Z,3,13,73,73,44,1776,20231226,8,21,1110,0,13,0,0,NA,0,0,1110
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240118T134651Z_20240208T151403Z_S2A_30_v1,20240118T134651Z,20240208T151403Z,3,13,77,73,44,2115,20231226,9,24,1113,1,18,18,18,20240118,1,1,1113
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240120T133829Z_20240208T151433Z_S2B_30_v1,20240120T133829Z,20240208T151433Z,3,33,57,73,44,2680,20231226,10,26,1115,2,18,18,72,20240118,2,3,1115
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240121T134540Z_20240208T151503Z_L9_30_v1,20240121T134540Z,20240208T151503Z,3,NA,NA,73,44,2680,20231226,10,26,1115,2,NA,18,72,20240118,2,3,1115
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240122T133918Z_20240208T151533Z_L8_30_v1,20240122T133918Z,20240208T151533Z,3,41,49,73,44,3399,20231226,11,28,1117,2,20,20,168,20240118,3,5,1117
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240123T134659Z_20240208T151602Z_S2B_30_v1,20240123T134659Z,20240208T151602Z,3,39,51,73,44,4176,20231226,12,29,1118,2,22,22,312,20240118,4,6,1118
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240125T133831Z_20240208T151632Z_S2A_30_v1,20240125T133831Z,20240208T151632Z,3,45,45,90,45,5109,20231226,13,31,1120,3,23,23,505,20240118,5,8,1120
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240128T134701Z_20240208T151700Z_S2A_30_v1,20240128T134701Z,20240208T151700Z,3,38,52,90,45,6034,20231226,14,34,1123,3,22,23,738,20240118,6,11,1123
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240129T134528Z_20240208T151730Z_L8_30_v1,20240129T134528Z,20240208T151730Z,3,NA,NA,90,45,6034,20231226,14,34,1123,3,NA,23,738,20240118,6,11,1123
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240130T133829Z_20240208T151800Z_S2B_30_v1,20240130T133829Z,20240208T151800Z,3,33,57,90,45,6960,20231226,15,36,1125,3,23,23,1022,20240118,7,13,1125
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240130T133932Z_20240208T151829Z_L9_30_v1,20240130T133932Z,20240208T151829Z,3,36,54,90,45,8000,20231226,16,36,1125,3,21,23,1336,20240118,8,13,1125
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240202T134659Z_20240213T152422Z_S2B_30_v1,20240202T134659Z,20240213T152422Z,3,NA,NA,90,45,8000,20231226,16,36,1125,3,NA,23,1336,20240118,8,13,1125
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240204T133831Z_20240213T152452Z_S2A_30_v1,20240204T133831Z,20240213T152452Z,3,0,68,90,45,7529,20231226,16,36,1130,3,13,23,1280,20240118,8,13,1130
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240214T133831Z_20240220T004636Z_S2A_30_v1,20240214T133831Z,20240220T004636Z,7,0,80,90,45,7110,20231226,16,36,1140,7,4,23,1177,20240118,8,13,1140
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240214T134530Z_20240220T004711Z_L8_30_v1,20240214T134530Z,20240220T004711Z,7,NA,NA,90,45,7110,20231226,16,36,1140,7,NA,23,1177,20240118,8,13,1140
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240215T133929Z_20240220T004743Z_L9_30_v1,20240215T133929Z,20240220T004743Z,7,NA,NA,90,45,7110,20231226,16,36,1140,7,NA,23,1177,20240118,8,13,1140
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240217T134701Z_20240222T005628Z_S2A_30_v1,20240217T134701Z,20240222T005628Z,7,NA,NA,90,45,7110,20231226,16,36,1140,7,NA,23,1177,20240118,8,13,1140
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240219T133839Z_20240222T005701Z_S2B_30_v1,20240219T133839Z,20240222T005701Z,7,0,92,90,45,7110,20231226,16,36,1145,7,4,23,1177,20240118,8,13,1145
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240222T134530Z_20240301T194648Z_L9_30_v1,20240222T134530Z,20240301T194648Z,7,NA,NA,90,45,7110,20231226,16,36,1145,7,NA,23,1177,20240118,8,13,1145
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240222T134709Z_20240229T203341Z_S2B_30_v1,20240222T134709Z,20240229T203341Z,7,NA,NA,90,45,7110,20231226,16,36,1145,7,NA,23,1177,20240118,8,13,1145
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240223T133917Z_20240229T203550Z_L8_30_v1,20240223T133917Z,20240229T203550Z,7,NA,NA,90,45,7110,20231226,16,36,1145,7,NA,23,1177,20240118,8,13,1145
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240224T133831Z_20240229T203635Z_S2A_30_v1,20240224T133831Z,20240229T203635Z,7,NA,NA,90,45,7110,20231226,16,36,1145,7,NA,23,1177,20240118,8,13,1145
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240227T134701Z_20240301T142952Z_S2A_30_v1,20240227T134701Z,20240301T142952Z,7,0,98,90,45,7110,20231226,16,36,1153,7,3,23,1177,20240118,8,13,1153
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240229T133829Z_20240305T155132Z_S2B_30_v1,20240229T133829Z,20240305T155132Z,7,NA,NA,90,45,7110,20231226,16,36,1153,7,NA,23,1177,20240118,8,13,1153
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240301T134523Z_20240305T203609Z_L8_30_v1,20240301T134523Z,20240305T203609Z,7,NA,NA,90,45,7110,20231226,16,36,1153,7,NA,23,1177,20240118,8,13,1153
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240303T134659Z_20240306T051223Z_S2B_30_v1,20240303T134659Z,20240306T051223Z,7,0,96,90,45,7110,20231226,16,36,1158,7,4,23,1177,20240118,8,13,1158
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240305T133831Z_20240319T154241Z_S2A_30_v1,20240305T133831Z,20240319T154241Z,7,NA,NA,90,45,7110,20231226,16,36,1158,7,NA,23,1177,20240118,8,13,1158
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240308T134701Z_20240321T165159Z_S2A_30_v1,20240308T134701Z,20240321T165159Z,7,NA,NA,90,45,7110,20231226,16,36,1158,7,NA,23,1177,20240118,8,13,1158
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240309T134536Z_20240321T165239Z_L9_30_v1,20240309T134536Z,20240321T165239Z,7,NA,NA,90,45,7110,20231226,16,36,1158,7,NA,23,1177,20240118,8,13,1158
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240310T133829Z_20240322T052453Z_S2B_30_v1,20240310T133829Z,20240322T052453Z,7,0,97,90,45,7110,20231226,16,36,1165,7,3,23,1177,20240118,8,13,1165
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240310T133906Z_20240321T165321Z_L8_30_v1,20240310T133906Z,20240321T165321Z,7,0,99,90,45,7110,20231226,16,36,1165,7,5,23,1177,20240118,8,13,1165
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240313T134659Z_20240315T143547Z_S2B_30_v1,20240313T134659Z,20240315T143547Z,7,0,100,90,45,7110,20231226,16,36,1168,7,5,23,1177,20240118,8,13,1168
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240315T133831Z_20240321T165402Z_S2A_30_v1,20240315T133831Z,20240321T165402Z,7,0,98,90,45,7110,20231226,16,36,1170,7,3,23,1177,20240118,8,13,1170
OPERA_L3_DIST-ALERT-HLS_T21HUU_20240317T134513Z_20240319T083335Z_L8_30_v1,20240317T134513Z,20240319T083335Z,7,NA,NA,90,45,7110,20231226,16,36,1168,7,NA,23,1177,20240118,8,13,1168
